asset,asset_class,phase,n_legs,n_broad_episodes,support_status,scope_tier,ret_3m,ret_6m,ret_12m,ret_24m,path_risk_metric,path_risk_value,trough_month,late_trough_share,path_horizon_months,source_module,evidence_scope,evidence_class,causal_status,oos_status,deployment_status,allowed_use,forbidden_claim,recovery_support_status_100,recovery_support_status_50,source_module_100,source_module_50,weighted_km_median_months_100,weighted_km_median_months_50,weighted_km_median_anchor_to_50_months,weighted_km_median_anchor_to_100_months,observed_50_recoveries,censored_50_recoveries,observed_100_recoveries,censored_100_recoveries
HANG_SENG,ASIA_EQUITY,FIRST_CUT,8,6,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0596083229432542,0.0107464365192491,-0.0866544049881085,,MDD_12M,0.1561890549383123,8.0,0.8333333333333334,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
NIKKEI_225,ASIA_EQUITY,PAUSE_START,7,7,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0295523801764052,0.1052656066496027,0.130597120722065,,MDD_12M,0.0836972082373824,9.0,0.7142857142857143,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,FIRST_CUT,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.033541913288198,0.0351958868625446,-0.2873318099332131,,MDD_12M,0.08592783821146,9.0,0.75,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,FIRST_HIKE,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.1206406366607388,-0.1627746465699779,-0.1138244707235826,,MDD_12M,0.1316725169442961,6.0,0.5,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,LAST_HIKE,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0602485041898903,0.1112136318926009,0.1258336675182287,,MDD_12M,0.0639242501598558,6.0,0.5,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,PAUSE_START,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0757381315485588,0.1449742758293459,0.1961968291223117,,MDD_12M,0.0639242501598558,8.0,1.0,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,FIRST_CUT,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,-0.1066250695345054,-0.1090314981260806,0.0184793324841734,,MDD_12M,0.1491793465470136,6.0,0.5,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,FIRST_HIKE,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,-0.4018251375959525,-0.5141537934959165,-0.3838380687812833,,MDD_12M,0.1236412655574674,8.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,LAST_HIKE,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,-0.2642699775293022,0.5459174307965051,0.3478304688888478,,MDD_12M,0.0723444713463314,12.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,PAUSE_START,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.3930021977332885,1.430723541670086,1.167054349852937,,MDD_12M,0.114932959108201,11.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
TLT,LONG_TREASURY_ETF,FIRST_CUT,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.074963304641382,0.0775176179588434,0.1513052103160288,,MDD_12M,0.0363467828985422,9.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
TLT,LONG_TREASURY_ETF,FIRST_HIKE,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.0816643545270525,0.1084236528897562,0.0110366312093417,,MDD_12M,0.1478851926036269,9.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
TLT,LONG_TREASURY_ETF,LAST_HIKE,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.0715565328675547,0.1059277755184604,0.0563341757864155,,MDD_12M,0.0498322206681556,12.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
TLT,LONG_TREASURY_ETF,PAUSE_START,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.041611730609131,0.0691406114099504,0.086891824669095,,MDD_12M,0.0498322206681556,10.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
VNQ,REIT_ETF,FIRST_CUT,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.0139903398849225,0.0099917937067364,-0.0465288335534284,,MDD_12M,0.1879168254014684,7.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
VNQ,REIT_ETF,FIRST_HIKE,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,-0.0996390126171914,-0.1333026597206383,-0.177621420532953,,MDD_12M,0.1144884075823382,7.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
VNQ,REIT_ETF,LAST_HIKE,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.0780218567594204,0.1310187572479642,0.1897779651030211,,MDD_12M,0.0941641726337541,12.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
VNQ,REIT_ETF,PAUSE_START,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.1245976188639774,0.1650189908768,0.2351766019543149,,MDD_12M,0.0941641726337541,11.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
US_HOUSE_PRICE,US_HOUSING,FIRST_CUT,7,5,SUPPORTED_DESCRIPTIVE,SUPPORTED_SLOW_MOVING,,0.0086061135703023,0.0521401295666545,0.1268887514358929,DECLINE_24M,0.0,18.0,,24,CROSS-ASSET-EXPANSION-014,SLOW_MOVING_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
US_HOUSE_PRICE,US_HOUSING,FIRST_HIKE,7,6,SUPPORTED_DESCRIPTIVE,SUPPORTED_SLOW_MOVING,,0.0438443791946308,0.0528858508505936,0.1181808318057482,DECLINE_24M,0.0002875140489819,10.0,,24,CROSS-ASSET-EXPANSION-014,SLOW_MOVING_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
US_HOUSE_PRICE,US_HOUSING,LAST_HIKE,8,6,SUPPORTED_DESCRIPTIVE,SUPPORTED_SLOW_MOVING,,0.0203433883987704,0.0347334646667578,0.0733768803149912,DECLINE_24M,0.0044325030720318,17.0,,24,CROSS-ASSET-EXPANSION-014,SLOW_MOVING_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,RECOVERY_EXTENSION_015,RECOVERY_EXTENSION_015,3.0,2.0,19.0,20.0,4.0,1.0,4.0,1.0
US_HOUSE_PRICE,US_HOUSING,PAUSE_START,6,6,SUPPORTED_DESCRIPTIVE,SUPPORTED_SLOW_MOVING,,0.0218274555887536,0.0375929563288479,0.055474433814822,DECLINE_24M,0.0013436525851876,11.0,,24,CROSS-ASSET-EXPANSION-014,SLOW_MOVING_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
