cycle_id,broad_episode_id,panel_month,macro_state_period,INDPRO_YOY,RT_IPT_YOY,RT_IPT_VINTAGE_PERIOD,GOLD_FWD_6M_RET,GOLD_FWD_6M_MDD
T06_1994,B03,1994-04,1994-02,0.0287341181255573,0.047315741583257465,1994-03,0.0208333333333332,0.0182291666666666
T06_1994,B03,1994-05,1994-03,0.0401374201646205,0.05090909090909079,1994-04,0.0344827586206897,0.0155440414507772
T06_1994,B03,1994-06,1994-04,0.0434260442472023,0.04977375565610864,1994-05,0.0078740157480314,0.0204081632653061
T06_1994,B03,1994-07,1994-05,0.0522088787354901,0.05545454545454542,1994-06,-0.0181347150259066,0.0331632653061224
T06_1994,B03,1994-08,1994-06,0.0569289127846714,0.05797101449275344,1994-07,-0.0155844155844155,0.0331632653061224
T06_1994,B03,1994-09,1994-07,0.0554886552840634,0.0568079350766455,1994-08,-0.0078947368421052,0.0382653061224489
T06_1994,B03,1994-10,1994-08,0.0638476195162909,0.06660666066606669,1994-09,-0.0255102040816326,0.0382653061224489
T06_1994,B03,1994-11,1994-09,0.0615618073264119,0.06648697214734955,1994-10,0.0025641025641025,0.0333333333333333
T06_1994,B03,1994-12,1994-10,0.0623150177142606,0.06702412868632712,1994-11,0.0026041666666667,0.0182291666666666
T06_1994,B03,1995-01,1994-11,0.0647117689919245,0.057167985927880416,1994-12,0.0237467018469657,0.0153452685421995
T06_1994,B03,1995-02,1994-12,0.0692583509157904,0.05841325196163916,1995-01,0.0184696569920843,0.0153452685421995
T06_1994,B03,1995-03,1995-01,0.068004693182448,0.06277244986922415,1995-02,0.0185676392572944,0.0179028132992327
T06_1994,B03,1995-04,1995-02,0.066178452691167,0.06055363321799301,1995-03,0.0026178010471205,0.020460358056266
T06_1994,B03,1995-05,1995-03,0.0571653482607714,0.045454545454545636,1995-04,-0.020460358056266,0.020460358056266
T06_1994,B03,1995-06,1995-04,0.049136308638682,0.037703513281919454,1995-05,0.0,0.0128865979381442
T07_1999,B04,1999-07,1999-05,0.0427940147673862,0.0166793025018952,1999-06,0.0842911877394636,0.090032154340836
T07_1999,B04,1999-08,1999-06,0.0482641868887401,0.027565084226646164,1999-07,0.109375,0.090032154340836
T07_1999,B04,1999-09,1999-07,0.0583997841384356,0.03524904214559377,1999-08,0.1673151750972763,0.090032154340836
T07_1999,B04,1999-10,1999-08,0.0410954456914942,0.024169184290030232,1999-09,0.0792452830188679,0.090032154340836
T07_1999,B04,1999-11,1999-09,0.0374445634155085,0.023502653525397932,1999-10,-0.0996784565916398,0.0996784565916398
T07_1999,B04,1999-12,1999-10,0.0429950432876991,0.027945619335347338,1999-11,-0.0614334470989761,0.0833333333333333
T07_1999,B04,2000-01,1999-11,0.0488460154787051,0.04260089686098656,1999-12,0.0106007067137809,0.0833333333333333
T07_1999,B04,2000-02,1999-12,0.0521691718750896,0.05007473841554555,2000-01,-0.0070422535211267,0.0833333333333333
T07_1999,B04,2000-03,2000-01,0.0462095504995148,0.055182699478001584,2000-02,-0.0850999999999999,0.0850999999999999
T07_1999,B04,2000-04,2000-02,0.0431333568109784,0.05650557620817831,2000-03,-0.0419580419580419,0.0419580419580419
T07_1999,B04,2000-05,2000-03,0.0444729316635441,0.051073279052553655,2000-04,-0.0357142857142857,0.0559440559440559
T07_1999,B04,2000-06,2000-04,0.0482802684624474,0.06051660516605151,2000-05,-0.0327272727272727,0.0699300699300699
T07_1999,B04,2000-07,2000-05,0.044514690645768,0.058737151248164476,2000-06,-0.0524475524475523,0.0699300699300699
T07_1999,B04,2000-08,2000-06,0.0457428575284415,0.05856515373352855,2000-07,-0.0602836879432624,0.0602836879432624
T07_1999,B04,2000-09,2000-07,0.0376984859107289,0.0574963609898107,2000-08,-0.0454330163588007,0.0454330163588007
T07_1999,B04,2000-10,2000-08,0.0307342269501649,0.0580973129992739,2000-09,-0.0401459854014598,0.0437956204379561
T07_1999,B04,2000-11,2000-09,0.0396880685318892,0.05720492396813914,2000-10,-0.037037037037037,0.040590405904059
T07_1999,B04,2000-12,2000-10,0.0231421848590966,0.0517613227893603,2000-11,0.0225563909774435,0.040590405904059
T08_2004,B05,2004-07,2004-05,0.0338458309862264,0.06272727272727274,2004-06,0.1275510204081633,0.0
T08_2004,B05,2004-08,2004-06,0.0244703136255179,0.056363636363636394,2004-07,0.0653266331658291,0.0407239819004524
T08_2004,B05,2004-09,2004-07,0.0268485543550431,0.04873646209386284,2004-08,0.0548628428927679,0.0429864253393664
T08_2004,B05,2004-10,2004-08,0.0297845241460321,0.051397655545536436,2004-09,0.0716049382716048,0.0429864253393664
T08_2004,B05,2004-11,2004-09,0.0244880384762076,0.04663677130044852,2004-10,0.0214285714285713,0.0429864253393664
T08_2004,B05,2004-12,2004-10,0.0319574846155692,0.051878354203935606,2004-11,-0.0387243735763097,0.0452488687782804
T08_2004,B05,2005-01,2004-11,0.0276300539178535,0.041629760850310005,2004-12,-0.0248868778280543,0.0452488687782804
T08_2004,B05,2005-02,2004-12,0.0355115206773886,0.043401240035429556,2005-01,0.0,0.0276497695852534
T08_2004,B05,2005-03,2005-01,0.0376566818830181,0.039752650176678506,2005-02,0.0354609929078013,0.0276497695852534
T08_2004,B05,2005-04,2005-02,0.0389218786979066,0.034965034965035,2005-03,0.0506912442396312,0.0276497695852534
T08_2004,B05,2005-05,2005-03,0.0416855229888719,0.03856266432953559,2005-04,0.0955710955710955,0.0163170163170163
T08_2004,B05,2005-06,2005-04,0.0400645647261379,0.03138622493461196,2005-05,0.1303317535545023,0.0162412993039443
T08_2004,B05,2005-07,2005-05,0.0335347906492753,0.026839826839826886,2005-06,0.1832946635730858,0.0162412993039443
T08_2004,B05,2005-08,2005-06,0.0463470835890644,0.03996524761077325,2005-07,0.2971698113207548,0.0
T08_2004,B05,2005-09,2005-07,0.0352984933452609,0.030198446937014678,2005-08,0.2671232876712328,0.0
T08_2004,B05,2005-10,2005-08,0.0379759408807436,0.031896551724137856,2005-09,0.2214912280701755,0.0
T08_2004,B05,2005-11,2005-09,0.0165744500873097,0.019878997407087207,2005-10,0.3,0.0
T08_2004,B05,2005-12,2005-10,0.020209103457029,0.01984877126654072,2005-11,0.4150943396226414,0.0
T08_2004,B05,2006-01,2005-11,0.0291207231806274,0.028301886792452935,2005-12,0.1686274509803922,0.117037037037037
T08_2004,B05,2006-02,2005-12,0.0262590737571501,0.029053420805998043,2006-01,0.1527272727272728,0.117037037037037
T08_2004,B05,2006-03,2006-01,0.0241948016324555,0.03180542563143107,2006-02,0.1405405405405404,0.117037037037037
T08_2004,B05,2006-04,2006-02,0.0172423612053085,0.03258845437616387,2006-03,0.0736086175942549,0.117037037037037
T08_2004,B05,2006-05,2006-03,0.0209154176032915,0.0363466915191053,2006-04,-0.0409165302782323,0.1318518518518519
T08_2004,B05,2006-06,2006-04,0.0218161426626328,0.0475746268656716,2006-05,-0.0696296296296296,0.1318518518518519
T08_2004,B05,2006-07,2006-05,0.0211566649645131,0.04376163873370564,2006-06,0.0570469798657717,0.0757097791798107
T08_2004,B05,2006-08,2006-06,0.0198033862514446,0.04524469067405357,2006-07,-0.0047318611987381,0.0757097791798107
T08_2004,B05,2006-09,2006-07,0.0225183652738376,0.048014773776546615,2006-08,0.0505529225908372,0.0742496050552922
T08_2004,B05,2006-10,2006-08,0.0236697045685831,0.046961325966850875,2006-09,0.0953177257525084,0.020066889632107
T08_2004,B05,2006-11,2006-09,0.0421592751349677,0.05503731343283569,2006-10,0.1587030716723549,0.0150375939849624
T08_2004,B05,2006-12,2006-10,0.028481025781383,0.04889298892988925,2006-11,0.0621019108280254,0.0176730486008837
T08_2004,B05,2007-01,2006-11,0.0166216601361064,0.037892791127541514,2006-12,0.0412698412698413,0.0338733431516936
T08_2004,B05,2007-02,2006-12,0.0217073349842726,0.030247479376718678,2007-01,0.0538827258320127,0.0338733431516936
T08_2004,B05,2007-03,2007-01,0.0166466564629901,0.025664527956003713,2007-02,0.0,0.0338733431516936
T08_2004,B05,2007-04,2007-02,0.0257936326168322,0.03382084095063975,2007-03,0.0885496183206107,0.0338733431516936
T08_2004,B05,2007-05,2007-03,0.0253080351158001,0.022727272727272707,2007-04,0.1119293078055965,0.0338733431516936
T08_2004,B05,2007-06,2007-04,0.0290760192706087,0.018935978358881833,2007-05,0.2083958020989504,0.0164917541229385
T09_2015,B06,2016-01,2015-11,-0.0403306830606888,-0.012059369202226278,2015-12,0.1858736059479553,0.0024096385542168
T09_2015,B06,2016-02,2015-12,-0.0449614481159912,-0.017608897126969447,2016-01,0.2176684881602915,0.0024096385542168
T09_2015,B06,2016-03,2016-01,-0.0323625601974916,-0.0074349442379182396,2016-02,0.1166666666666667,0.0024096385542168
T09_2015,B06,2016-04,2016-02,-0.0311932976959607,-0.010242085661080202,2016-03,0.0658634538152611,0.0097014925373134
T09_2015,B06,2016-05,2016-03,-0.0351531140017705,-0.019905213270142164,2016-04,0.0201288244766506,0.0544776119402985
T09_2015,B06,2016-06,2016-04,-0.0265790369613807,-0.01139601139601143,2016-05,-0.0182394924662966,0.0761194029850745
T09_2015,B06,2016-07,2016-05,-0.0244815305639999,-0.01333333333333342,2016-06,-0.0932601880877742,0.1365671641791045
T09_2015,B06,2016-08,2016-06,-0.0167811794652533,-0.007626310772164024,2016-07,-0.1084517576664173,0.1365671641791045
T09_2015,B06,2016-09,2016-07,-0.0219673828426006,-0.005687203791469142,2016-08,-0.0791044776119402,0.1365671641791045
T09_2015,B06,2016-10,2016-08,-0.0216426308460193,-0.011363636363636243,2016-09,-0.0723436322532027,0.1281085154483797
T09_2015,B06,2016-11,2016-09,-0.0199395164692068,-0.010446343779677014,2016-10,0.0,0.0868192580899763
T09_2015,B06,2016-12,2016-10,-0.0150238113047597,-0.00855513307984801,2016-11,0.0064620355411955,0.0654281098546042
T09_2015,B06,2017-01,2016-11,-0.0118627787858509,-0.00574162679425827,2016-12,0.0890233362143475,0.016574585635359
T09_2015,B06,2017-02,2016-12,-0.000204964171657,0.005769230769230749,2017-01,0.037751677852349,0.0236779794790844
T09_2015,B06,2017-03,2017-01,-0.0080312814192748,0.000956937799043045,2017-02,0.0397082658022689,0.0236779794790844
T09_2015,B06,2017-04,2017-02,-0.0068645911686161,0.002873563218390718,2017-03,0.0674248578391552,0.0236779794790844
T09_2015,B06,2017-05,2017-03,0.0071620675905506,0.01560975609756099,2017-04,0.0102604577742699,0.0258751902587519
T09_2015,B06,2017-06,2017-04,0.0139930110976955,0.021379980563653866,2017-05,0.028892455858748,0.0258751902587519
T09_2015,B06,2017-07,2017-05,0.0175007925347292,0.021400778210116655,2017-06,0.0031746031746031,0.0380517503805175
T09_2015,B06,2017-08,2017-06,0.0148033085465391,0.02036857419980609,2017-07,0.0759902991107517,0.0380517503805175
T09_2015,B06,2017-09,2017-07,0.0111879691957106,0.022286821705426396,2017-08,0.0374123148869836,0.0380517503805175
T09_2015,B06,2017-10,2017-08,0.0085230146686898,0.015518913676042745,2017-09,0.0083713850837139,0.0380517503805175
T09_2015,B06,2017-11,2017-09,0.0106303363083151,0.01553398058252431,2017-10,0.04296875,0.0140405616224649
T09_2015,B06,2017-12,2017-10,0.0229199553265404,0.028100775193798277,2017-11,0.0163806552262091,0.0239700374531834
T09_2015,B06,2018-01,2017-11,0.0296627015397192,0.03401360544217691,2017-12,0.014240506329114,0.0397003745318351
T09_2015,B06,2018-02,2017-12,0.0246714346595786,0.035645472061657024,2018-01,-0.0698722764838467,0.0726591760299625
T09_2015,B06,2018-03,2018-01,0.0273528747654694,0.035748792270531515,2018-02,-0.0969196093163035,0.099625468164794
T09_2015,B06,2018-04,2018-02,0.0339949534690326,0.043394406943105146,2018-03,-0.0958490566037736,0.102621722846442
T09_2015,B06,2018-05,2018-03,0.0322480626418364,0.043816942551119675,2018-04,-0.0898876404494382,0.102621722846442
T09_2015,B06,2018-06,2018-04,0.0330975861407043,0.034715525554483984,2018-05,-0.0629316960859555,0.0805832693783576
T09_2015,B06,2018-07,2018-05,0.0225842014443662,0.034715525554483984,2018-06,-0.0249609984399376,0.0655226209048361
T09_2015,B06,2018-08,2018-06,0.0284103875448318,0.037572254335260125,2018-07,0.0436187399030694,0.0323101777059773
T09_2015,B06,2018-09,2018-07,0.0325432438156048,0.04247104247104261,2018-08,0.098169717138103,0.0033277870216306
T09_2015,B06,2018-10,2018-08,0.0435358728088874,0.04844961240310086,2018-09,0.0859766277128548,0.0143939393939394
T09_2015,B06,2018-11,2018-09,0.043138260881764,0.05135658914728669,2018-10,0.0584362139917695,0.0257575757575757
T09_2015,B06,2018-12,2018-10,0.0293086740173442,0.04103053435114501,2018-11,0.0515970515970516,0.0272727272727272
T10_2022,B07,2022-04,2022-02,0.0542959308643318,0.07468879668049788,2022-03,-0.1370636550308008,0.1370636550308008
T10_2022,B07,2022-05,2022-03,0.0305441040152216,0.05443548387096775,2022-04,-0.1409395973154362,0.1409395973154362
T10_2022,B07,2022-06,2022-04,0.029234354755085,0.06451612903225801,2022-05,-0.0670632774472688,0.1000540832882639
T10_2022,B07,2022-07,2022-05,0.0191102980591009,0.05805805805805808,2022-06,-0.0212302667392487,0.0941752857920522
T10_2022,B07,2022-08,2022-06,0.0122175940167557,0.041916167664670656,2022-07,0.0952106174264282,0.0572237960339943
T10_2022,B07,2022-09,2022-07,0.0096865994559702,0.03865213082259644,2022-08,0.0509915014164306,0.0572237960339943
T10_2022,B07,2022-10,2022-08,0.0105214021472617,0.0367063492063493,2022-09,0.1380130874479477,0.0226554267650157
T10_2022,B07,2022-11,2022-09,0.024620187157526,0.0541082164328659,2022-10,0.2019230769230768,0.0226554267650157
T10_2022,B07,2022-12,2022-10,0.0106481837300782,0.03254437869822491,2022-11,0.154782608695652,0.0226554267650157
T10_2022,B07,2023-01,2022-11,0.000890295383749,0.02450980392156854,2022-12,0.0806451612903225,0.0284999999999999
T10_2022,B07,2023-02,2022-12,-0.0080160998124736,0.015717092337917515,2023-01,0.0279241306638566,0.0284999999999999
T10_2022,B07,2023-03,2023-01,0.0031880829181039,0.008814887365328206,2023-02,0.0345013477088949,0.0404999999999999
T10_2022,B07,2023-04,2023-02,-0.0016348168370262,-0.00291545189504383,2023-03,0.0015682174594877,0.042
T10_2022,B07,2023-05,2023-03,-0.0036512224493961,0.004878048780487809,2023-04,-0.042,0.042
T10_2022,B07,2023-06,2023-04,-0.001843454258675,0.0019455252918287869,2023-05,-0.0040160642570281,0.0381526104417671
T10_2022,B07,2023-07,2023-05,-0.0039957171123073,0.0019455252918287869,2023-06,0.0427174472465259,0.0179395181957969
T10_2022,B07,2023-08,2023-06,-0.0088934645310736,-0.004868549172346692,2023-07,0.0425422860071758,0.0179395181957969
T10_2022,B07,2023-09,2023-07,-0.0031247838929887,-0.0019398642095052043,2023-08,0.0541948931735278,0.0054080629301868
T10_2022,B07,2023-10,2023-08,-0.0025421306219911,0.0029069767441860517,2023-09,0.1263048016701462,0.0054080629301868
T10_2022,B07,2023-11,2023-09,-0.0026724769428521,0.0009661835748790981,2023-10,0.2165970772442589,0.0054080629301868
T10_2022,B07,2023-12,2023-10,-0.007742988102069,-0.0067698259187620735,2023-11,0.1849798387096775,0.0054080629301868
T10_2022,B07,2024-01,2023-11,-0.0009043615385835,-0.0038797284190106307,2023-12,0.1480750246791708,0.0106337728626116
T10_2022,B07,2024-02,2023-12,0.0083865910767553,0.009852216748768461,2024-01,0.1789577187807276,0.0106337728626116
T10_2022,B07,2024-03,2024-01,-0.0127625491269089,0.0009756097560975618,2024-02,0.2209589718240237,0.0106337728626116
T10_2022,B07,2024-04,2024-02,-0.0035432664027599,-0.0029239766081871066,2024-03,0.1913809082483781,0.0106337728626116
T10_2022,B07,2024-05,2024-03,-0.0055731262466529,0.0,2024-04,0.1540111540111539,0.0106337728626116
T10_2022,B07,2024-06,2024-04,-0.0099710625857999,-0.003875968992248069,2024-05,0.1276052743513398,0.0144981412639405
T10_2022,B07,2024-07,2024-05,-0.0006499644303002,0.0038872691933915515,2024-06,0.1384350816852966,0.0156133828996282
T10_2022,B07,2024-08,2024-06,0.0077347492399091,0.015625,2024-07,0.1301084236864054,0.0156133828996282
