asset,asset_class,phase,n_legs,n_broad_episodes,support_status,scope_tier,ret_3m,ret_6m,ret_12m,ret_24m,path_risk_metric,path_risk_value,trough_month,late_trough_share,path_horizon_months,source_module,evidence_scope,evidence_class,causal_status,oos_status,deployment_status,allowed_use,forbidden_claim,recovery_support_status_100,recovery_support_status_50,source_module_100,source_module_50,weighted_km_median_months_100,weighted_km_median_months_50,weighted_km_median_anchor_to_50_months,weighted_km_median_anchor_to_100_months,observed_50_recoveries,censored_50_recoveries,observed_100_recoveries,censored_100_recoveries
DXY,USD_INDEX,FIRST_CUT,10,7,SUPPORTED_DESCRIPTIVE,CORE_SUPPORTED,0.0227772376607309,0.0193167327688019,-0.0133300562184216,,MDD_12M,0.0518178888671605,8.0,0.7619047619047619,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,RECOVERY_EXTENSION_015,RECOVERY_EXTENSION_015,6.0,5.0,12.0,13.0,7.0,3.0,7.0,3.0
NASDAQ,US_EQUITY,PAUSE_START,7,7,PRIMARY_SUPPORTED,CORE_SUPPORTED,0.0984592239862405,0.1886948975719413,0.2809224830148513,,MDD_12M,0.0400497902086219,7.0,0.5714285714285714,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,3.0,1.0,8.0,10.0,6.0,1.0,6.0,1.0
SP500,US_EQUITY,FIRST_CUT,10,7,PRIMARY_SUPPORTED,CORE_SUPPORTED,0.0169161641465525,0.0375612841760673,0.1098390609875281,,MDD_12M,0.1399472062006215,8.0,0.9047619047619048,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,5.0,3.0,13.0,14.0,10.0,0.0,9.0,1.0
SP500,US_EQUITY,FIRST_HIKE,10,7,PRIMARY_SUPPORTED,CORE_SUPPORTED,-0.0262367386606383,0.0381283787092328,0.0797900725775262,,MDD_12M,0.0586390864419136,4.0,0.4047619047619047,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,4.0,2.0,6.0,12.0,10.0,0.0,10.0,0.0
SP500,US_EQUITY,LAST_HIKE,10,7,PRIMARY_SUPPORTED,CORE_SUPPORTED,0.0214954194265821,0.097988406591321,0.166536742336244,,MDD_12M,0.0421679614905226,9.0,0.6666666666666666,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,1.0,1.0,12.0,12.0,9.0,1.0,9.0,1.0
SP500,US_EQUITY,PAUSE_START,7,7,PRIMARY_SUPPORTED,CORE_SUPPORTED,0.1005692390539889,0.1600081714360588,0.2464173758601808,,MDD_12M,0.0421679614905226,9.0,0.7142857142857143,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,3.0,2.0,13.0,14.0,6.0,1.0,6.0,1.0
WTI,ENERGY,FIRST_CUT,8,6,PRIMARY_SUPPORTED,CORE_SUPPORTED,-0.0373649398134834,0.0287788101254793,-0.1693535707285762,,MDD_12M,0.2223312988177045,11.0,1.0,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,9.0,3.0,14.0,20.0,7.0,1.0,7.0,1.0
WTI,ENERGY,FIRST_HIKE,8,6,PRIMARY_SUPPORTED,CORE_SUPPORTED,0.1719324038588607,0.1487571177511921,0.2244625488113891,,MDD_12M,0.1879130449451944,10.0,0.6666666666666666,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,3.0,2.0,11.0,12.0,8.0,0.0,7.0,1.0
WTI,ENERGY,LAST_HIKE,8,6,PRIMARY_SUPPORTED,CORE_SUPPORTED,0.0879216037361676,-0.0053484787181039,0.0500876292128587,,MDD_12M,0.195974280123008,7.0,0.6666666666666666,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,19.0,5.0,12.0,29.0,8.0,0.0,8.0,0.0
WTI,ENERGY,PAUSE_START,6,6,PRIMARY_SUPPORTED,CORE_SUPPORTED,-0.1165566168771501,-0.0205608595456858,-0.0457145434704537,,MDD_12M,0.1798646597309875,9.0,0.6666666666666666,12,PHASE-CLOCK-004,PRIMARY_CORE,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,SUPPORTED_RECOVERY_DESCRIPTIVE,SUPPORTED_RECOVERY_DESCRIPTIVE,PHASE_CLOCK_004,PHASE_CLOCK_004,8.0,5.0,11.0,17.0,6.0,0.0,6.0,0.0
HANG_SENG,ASIA_EQUITY,FIRST_CUT,8,6,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0596083229432542,0.0107464365192491,-0.0866544049881085,,MDD_12M,0.1561890549383123,8.0,0.8333333333333334,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
HANG_SENG,ASIA_EQUITY,FIRST_HIKE,8,6,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.0981664036673661,-0.0827697947861723,-0.0124334016645333,,MDD_12M,0.1606765387122304,7.0,0.7222222222222222,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
HANG_SENG,ASIA_EQUITY,LAST_HIKE,8,6,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0861120155993937,-0.0556514512500765,-0.0310750351252119,,MDD_12M,0.1303409055601452,7.0,0.5555555555555555,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
HANG_SENG,ASIA_EQUITY,PAUSE_START,6,6,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.1099880892856861,0.0236975034589861,-0.0260450134912723,,MDD_12M,0.1303409055601452,7.0,0.6666666666666666,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
KOSPI,ASIA_EQUITY,FIRST_CUT,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.0187885400529124,-0.0234212906836981,0.0430557907151922,,MDD_12M,0.1640089591715204,8.0,0.75,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
KOSPI,ASIA_EQUITY,FIRST_HIKE,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.0150879479671145,-0.0148254497265086,0.007417707041265,,MDD_12M,0.0660002038925634,1.0,0.5,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
KOSPI,ASIA_EQUITY,LAST_HIKE,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.0761806410452698,-0.0309071936727406,0.0305665478030219,,MDD_12M,0.0798075627949387,3.0,0.5,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
KOSPI,ASIA_EQUITY,PAUSE_START,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.0032828136115815,0.0045171326310184,0.012323187221424,,MDD_12M,0.0767364061108154,7.0,0.75,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
NIKKEI_225,ASIA_EQUITY,FIRST_CUT,10,7,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0417929388834061,0.1052656066496027,0.0959827117917528,,MDD_12M,0.1260880159533964,8.0,0.9047619047619048,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
NIKKEI_225,ASIA_EQUITY,FIRST_HIKE,10,7,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0216496631823968,0.0556115997747397,0.0281164137034712,,MDD_12M,0.105943069267779,10.0,0.738095238095238,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
NIKKEI_225,ASIA_EQUITY,LAST_HIKE,10,7,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.0251725591602783,0.0161916113984579,0.0895512223105543,,MDD_12M,0.0719683685017374,4.0,0.3333333333333333,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
NIKKEI_225,ASIA_EQUITY,PAUSE_START,7,7,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0295523801764052,0.1052656066496027,0.130597120722065,,MDD_12M,0.0836972082373824,9.0,0.7142857142857143,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,FIRST_CUT,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.033541913288198,0.0351958868625446,-0.2873318099332131,,MDD_12M,0.08592783821146,9.0,0.75,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,FIRST_HIKE,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,-0.1206406366607388,-0.1627746465699779,-0.1138244707235826,,MDD_12M,0.1316725169442961,6.0,0.5,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,LAST_HIKE,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0602485041898903,0.1112136318926009,0.1258336675182287,,MDD_12M,0.0639242501598558,6.0,0.5,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
SHANGHAI_COMPOSITE,ASIA_EQUITY,PAUSE_START,4,4,ADEQUATE_DIAGNOSTIC,DIAGNOSTIC_ASIA,0.0757381315485588,0.1449742758293459,0.1961968291223117,,MDD_12M,0.0639242501598558,8.0,1.0,12,ASIA-CREDIT-DIAG-006,DIAGNOSTIC_EXTENSION,DESCRIPTIVE_DIAGNOSTIC,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,FIRST_CUT,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,-0.1066250695345054,-0.1090314981260806,0.0184793324841734,,MDD_12M,0.1491793465470136,6.0,0.5,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,FIRST_HIKE,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,-0.4018251375959525,-0.5141537934959165,-0.3838380687812833,,MDD_12M,0.1236412655574674,8.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,LAST_HIKE,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,-0.2642699775293022,0.5459174307965051,0.3478304688888478,,MDD_12M,0.0723444713463314,12.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
BTC_USD,CRYPTO,PAUSE_START,2,2,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.3930021977332885,1.430723541670086,1.167054349852937,,MDD_12M,0.114932959108201,11.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
TLT,LONG_TREASURY_ETF,FIRST_CUT,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.074963304641382,0.0775176179588434,0.1513052103160288,,MDD_12M,0.0363467828985422,9.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
TLT,LONG_TREASURY_ETF,FIRST_HIKE,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.0816643545270525,0.1084236528897562,0.0110366312093417,,MDD_12M,0.1478851926036269,9.0,1.0,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
TLT,LONG_TREASURY_ETF,LAST_HIKE,3,3,LIMITED_DESCRIPTIVE,LIMITED_EXTENSION,0.0715565328675547,0.1059277755184604,0.0563341757864155,,MDD_12M,0.0498322206681556,12.0,0.6666666666666666,12,CROSS-ASSET-EXPANSION-014,PRIMARY_EXTENSION,DESCRIPTIVE,NONE,NOT_A_FORECASTING_MODEL,NOT_DEPLOYABLE,historical descriptive risk-distribution / educational context,no causal Fed claim; no deterministic bottom timing; no trading signal,,,,,,,,,,,,
