cycle_id,broad_episode_id,cycle_start_year,first_hike,first_cut,panel_month,panel_month_start,macro_state_period,CPI_YOY,CPI_MOMENTUM,INDPRO_YOY,yield_obs_date,DGS10_LEVEL,DGS2_LEVEL,CURVE_BP,REAL_RATE_PROXY_PP,wti_obs_date,WTI_6M_RET,nfci_obs_date,NFCI,dfii10_obs_date,DFII10,usd_obs_date,USD_SOURCE_REGIME,USD_6M_RET,GOLD_BASELINE_PRICE,GOLD_FWD_3M_RET,GOLD_FWD_6M_RET,GOLD_FWD_3M_MDD,GOLD_FWD_6M_MDD,GOLD_FWD_6M_MAE,GOLD_FWD_6M_MFE,GOLD_FWD_6M_DOWN_SEMIVOL
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-09,1994-09-01,1994-07,0.027700831024930705,0.004089719913819456,0.05548865528406344,1994-08-31,7.19,6.17,102.00000000000004,4.41991689750693,1994-08-31,0.17725752508361214,1994-08-26,-0.806,,,1994-08-31,TWEXM,-0.036677060527654404,380.0,0.010526315789473717,-0.007894736842105288,0.020408163265306145,0.03826530612244894,-0.007894736842105288,0.03157894736842115,0.030539000229561967
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-10,1994-10-01,1994-08,0.02900552486187835,0.006120642753695282,0.06384761951629092,1994-09-30,7.62,6.62,100.0,4.719447513812165,1994-09-30,0.2857142857142858,1994-09-30,-0.694,,,1994-09-28,TWEXM,-0.05170990781597773,392.0,-0.03316326530612246,-0.025510204081632626,0.03316326530612246,0.03826530612244894,-0.03826530612244894,0.0,0.030539000229561967
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-11,1994-11-01,1994-09,0.02963473466574773,0.0047039867433100735,0.06156180732641192,1994-10-31,7.81,6.84,96.99999999999997,4.8465265334252265,1994-10-31,0.19395134779750167,1994-10-28,-0.6,,,1994-10-26,TWEXM,-0.06396652418567617,390.0,-0.028205128205128216,0.002564102564102555,0.028205128205128216,0.033333333333333326,-0.033333333333333326,0.002564102564102555,0.029669884148051603
T06_1994,B03,1994,1994-02-04,1995-07-06,1994-12,1994-12-01,1994-10,0.026080988332189525,-0.0016198426927411802,0.06231501771426062,1994-11-30,7.91,7.4,50.99999999999998,5.301901166781048,1994-11-30,0.02497162315550505,1994-11-25,-0.502,,,1994-11-30,TWEXM,-0.034339753755144975,384.0,-0.01822916666666663,0.0026041666666667407,0.01822916666666663,0.01822916666666663,-0.01822916666666663,0.01822916666666674,0.02962814503012719
T06_1994,B03,1994,1994-02-04,1995-07-06,1995-01,1995-01-01,1994-11,0.02674897119341546,-0.0022565536684628906,0.06471176899192455,1994-12-30,7.84,7.69,14.999999999999947,5.165102880658454,1994-12-30,-0.038419913419913465,1994-12-30,-0.405,,,1994-12-28,TWEXM,0.0026564654739398286,379.0,0.0079155672823219,0.0237467018469657,0.00527704485488123,0.01534526854219953,-0.00527704485488123,0.0316622691292876,0.02311437405743128
T06_1994,B03,1994,1994-02-04,1995-07-06,1995-02,1995-02-01,1994-12,0.02674897119341546,-0.00288576347233227,0.06925835091579047,1995-01-31,7.6,7.26,33.999999999999986,4.925102880658454,1995-01-31,-0.05810397553516822,1995-01-27,-0.504,,,1995-01-25,TWEXM,-0.004316205043833232,379.0,0.0316622691292876,0.01846965699208436,0.00527704485488123,0.01534526854219953,-0.00527704485488123,0.0316622691292876,0.024242320829160703
T06_1994,B03,1994,1994-02-04,1995-07-06,1995-03,1995-03-01,1995-01,0.028043775649794878,0.0019627873176053523,0.06800469318244806,1995-02-28,7.22,6.79,42.99999999999997,4.415622435020512,1995-02-28,-0.08768472906403946,1995-02-24,-0.621,,,1995-02-22,TWEXM,-0.00833458755426908,377.0,0.021220159151193574,0.018567639257294433,0.01534526854219953,0.01790281329923271,0.0,0.037135278514588865,0.02420067413816938
T06_1994,B03,1994,1994-02-04,1995-07-06,1995-04,1995-04-01,1995-02,0.02862985685071595,0.0018808856573004906,0.06617845269116707,1995-03-31,7.2,6.8,40.000000000000036,4.337014314928405,1995-03-31,0.11901983663943994,1995-03-31,-0.639,,,1995-03-29,TWEXM,-0.035511551155115506,382.0,0.015706806282722585,0.002617801047120505,0.01534526854219953,0.020460358056266004,0.0,0.023560209424083878,0.024480020477641733
T06_1994,B03,1994,1994-02-04,1995-07-06,1995-05,1995-05-01,1995-03,0.02853260869565233,0.0017836375022368678,0.057165348260771465,1995-04-28,7.07,6.6,47.000000000000064,4.2167391304347674,1995-04-28,0.16475972540045758,1995-04-28,-0.672,,,1995-04-26,TWEXM,-0.051434917086956244,391.0,-0.012787723785166238,-0.020460358056266004,0.01534526854219953,0.020460358056266004,-0.020460358056266004,0.0,0.024480020477641733
T06_1994,B03,1994,1994-02-04,1995-07-06,1995-06,1995-06-01,1995-04,0.030529172320217013,0.0024853966704221353,0.049136308638682014,1995-05-31,6.3,5.89,41.000000000000014,3.2470827679782985,1995-05-26,0.05590062111801242,1995-05-26,-0.711,,,1995-05-31,TWEXM,-0.07273402434692755,385.0,-0.0025974025974025983,0.0,0.010309278350515427,0.012886597938144284,-0.0051948051948051965,0.007792207792207684,0.010999402244408384
T07_1999,B04,1999,1999-06-30,2001-01-03,1999-07,1999-07-01,1999-05,0.020884520884520752,0.004825225022877744,0.0427940147673862,1999-06-30,5.81,5.53,27.999999999999936,3.7215479115479244,1999-06-30,0.3349447513812154,1999-06-25,-0.33,,,1999-06-30,TWEXM,0.04005992383805901,261.0,0.015325670498084198,0.08429118773946365,0.019157088122605415,0.090032154340836,-0.019157088122605415,0.1915708812260537,0.10133711848200459
T07_1999,B04,1999,1999-06-30,2001-01-03,1999-08,1999-08-01,1999-06,0.019631901840490684,0.002369263122858012,0.048264186888740124,1999-07-30,5.92,5.63,29.000000000000004,3.9568098159509315,1999-07-30,0.5055025678650036,1999-07-30,-0.21,,,1999-07-28,TWEXM,0.0379463532705866,256.0,0.21484375,0.109375,0.0,0.090032154340836,0.0,0.21484375,0.09757515646482107
T07_1999,B04,1999,1999-06-30,2001-01-03,1999-09,1999-09-01,1999-07,0.021446078431372584,-0.001323152337858069,0.058399784138435606,1999-08-31,5.98,5.73,25.0,3.835392156862742,1999-08-25,0.8446428571428573,1999-08-27,-0.148,,,1999-08-25,TWEXM,-0.0010875017474035742,257.0,0.1400778210116731,0.16731517509727634,0.05787781350482313,0.090032154340836,0.0,0.21011673151750965,0.09757515646482107
T07_1999,B04,1999,1999-06-30,2001-01-03,1999-10,1999-10-01,1999-08,0.022643818849449104,0.0017592979649283524,0.04109544569149426,1999-09-30,5.9,5.63,27.000000000000046,3.63561811505509,1999-09-30,1.2410958904109588,1999-09-24,-0.1,,,1999-09-29,TWEXM,-0.02861486393668322,265.0,0.06792452830188678,0.0792452830188679,0.090032154340836,0.090032154340836,0.0,0.17358490566037732,0.11869627735936819
T07_1999,B04,1999,1999-06-30,2001-01-03,1999-11,1999-11-01,1999-09,0.026283618581907087,0.0066517167414164025,0.0374445634155085,1999-10-29,6.02,5.79,22.999999999999954,3.391638141809291,1999-10-29,0.6970404984423675,1999-10-29,-0.11,,,1999-10-27,TWEXM,-0.03283726256971853,311.0,-0.08681672025723475,-0.09967845659163987,0.090032154340836,0.09967845659163987,-0.09967845659163987,0.0,0.12242497080861668
T07_1999,B04,1999,1999-06-30,2001-01-03,1999-12,1999-12-01,1999-10,0.025609756097561,0.0041636776661884145,0.0429950432876991,1999-11-30,6.18,6.01,16.999999999999993,3.6190243902439,1999-11-30,1.0368550368550369,1999-11-26,-0.166,,,1999-11-24,TWEXM,-0.02579926365952101,293.0,0.023890784982935065,-0.061433447098976135,0.03412969283276446,0.08333333333333337,-0.061433447098976135,0.023890784982935065,0.09234741718257997
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-01,2000-01-01,1999-11,0.026219512195122086,0.003575693345672981,0.04884601547870515,1999-12-31,6.45,6.24,20.999999999999996,3.8280487804877916,1999-12-30,1.034755134281201,1999-12-31,-0.171,,,1999-12-29,TWEXM,-0.03235950619671557,283.0,0.010600706713780994,0.010600706713780994,0.046666666666666634,0.08333333333333337,-0.028268551236749095,0.060070671378091856,0.07820674778723621
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-02,2000-02-01,1999-12,0.02684563758389258,0.000562019001985492,0.052169171875089626,2000-01-31,6.68,6.61,6.99999999999994,3.995436241610742,2000-01-31,0.6468135795116141,2000-01-28,-0.21,,,2000-01-26,TWEXM,-0.022955175401266126,284.0,-0.014084507042253502,-0.007042253521126751,0.06666666666666665,0.08333333333333337,-0.03169014084507038,0.05633802816901401,0.08070350174886372
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-03,2000-03-01,2000-01,0.027388922702373808,0.0017791666048128096,0.04620955049951481,2000-02-29,6.42,6.53,-11.000000000000032,3.681107729762619,2000-02-29,0.6945676274944568,2000-02-25,-0.189,,,2000-02-23,TWEXM,0.013471713722996492,300.0,-0.08333333333333337,-0.08509999999999995,0.08333333333333337,0.08509999999999995,-0.08509999999999995,0.0,0.08932018290669863
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-04,2000-04-01,2000-02,0.03221884498480243,0.005999332789680345,0.04313335681097841,2000-03-31,6.03,6.5,-46.99999999999997,2.808115501519757,2000-03-30,0.2909002904162634,2000-03-31,-0.087,,,2000-03-29,TWEXM,0.035515702583226894,286.0,0.0,-0.04195804195804198,0.038461538461538436,0.04195804195804198,-0.04195804195804198,0.0,0.05844719496944756
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-05,2000-05-01,2000-03,0.037575757575757596,0.010730119991865017,0.04447293166354416,2000-04-28,6.23,6.68,-44.99999999999993,2.472424242424241,2000-04-28,0.1798990362551629,2000-04-28,-0.032,,,2000-04-26,TWEXM,0.05496419157664523,280.0,0.0071428571428571175,-0.0357142857142857,0.017857142857142905,0.05594405594405594,-0.0357142857142857,0.021428571428571352,0.054309749800315985
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-06,2000-06-01,2000-04,0.030685920577617543,0.0032969978752437346,0.048280268462447484,2000-05-31,6.29,6.69,-40.000000000000036,3.221407942238246,2000-05-31,0.24699312714776633,2000-05-26,0.024,,,2000-05-31,TWEXM,0.056929210089329496,275.0,-0.0019272727272726664,-0.032727272727272716,0.040314685314685184,0.0699300699300699,-0.032727272727272716,0.040000000000000036,0.052400056403156606
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-07,2000-07-01,2000-05,0.03188929001203378,-0.0003295549727686531,0.044514690645768074,2000-06-30,6.03,6.38,-34.999999999999964,2.8410709987966225,2000-06-30,0.24769230769230766,2000-06-30,-0.001,,,2000-06-28,TWEXM,0.04374085262393068,286.0,-0.04195804195804198,-0.05244755244755239,0.04195804195804198,0.0699300699300699,-0.0699300699300699,0.0,0.052400056403156606
T07_1999,B04,1999,1999-06-30,2001-01-03,2000-08,2000-08-01,2000-06,0.0373044524669075,-0.00027130510885009507,0.04574285752844154,2000-07-31,6.04,6.3,-25.99999999999998,2.30955475330925,2000-07-28,0.14482758620689662,2000-07-28,-0.115,,,2000-07-26,TWEXM,0.050318617004688315,282.0,-0.04255319148936165,-0.06028368794326244,0.04255319148936165,0.06028368794326244,-0.06028368794326244,0.0,0.057892489155865284
