content_id,claim_id,claim_family,evidence_time,support_status,freshness_rule,source_files,official_source_urls
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,CLM-CASE-B06,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,CLM-CASE-B07,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-PHASE-DXY-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-PHASE-GOLD-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-PHASE-NASDAQ-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-PHASE-SP500-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-PHASE-WTI-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-RECOVERY-FIRSTCUT-VS-PAUSE,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_total_risk_clock_v1/SUPPORTED_TOTAL_CLOCK_SUMMARY.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-GUARD-019,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_NEW_PREREGISTERED_EVIDENCE,results/fed_cycle_precut_state_v1/FED_CYCLE_PRECUT_STATE_019_REPORT.md,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-GUARD-020,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_NEW_PREREGISTERED_EVIDENCE,results/fed_cycle_precut_stress_level_v1/FED_CYCLE_PRECUT_STRESS_LEVEL_020_REPORT.md,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-CASE-B04,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-CASE-B05,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-CASE-B06,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-01-FIRST-CUT-NOT-THE-BOTTOM,FIGURE::FIG-CASE-B07,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-02-SAME-LABEL-DIFFERENT-PATHS,CLM-CASE-B03,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-02-SAME-LABEL-DIFFERENT-PATHS,CLM-CASE-B04,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-02-SAME-LABEL-DIFFERENT-PATHS,CLM-CASE-B05,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-02-SAME-LABEL-DIFFERENT-PATHS,CLM-CASE-B06,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-02-SAME-LABEL-DIFFERENT-PATHS,CLM-CASE-B07,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-02-SAME-LABEL-DIFFERENT-PATHS,FIGURE::FIG-CASE-B04,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-02-SAME-LABEL-DIFFERENT-PATHS,FIGURE::FIG-CASE-B05,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-02-SAME-LABEL-DIFFERENT-PATHS,FIGURE::FIG-CASE-B06,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-02-SAME-LABEL-DIFFERENT-PATHS,FIGURE::FIG-CASE-B07,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-03-GOLD-VS-EQUITIES,CLM-PHASE-GOLD-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,PRIMARY_SUPPORTED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-03-GOLD-VS-EQUITIES,CLM-PHASE-SP500-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,PRIMARY_SUPPORTED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-03-GOLD-VS-EQUITIES,CLM-PHASE-NASDAQ-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,PRIMARY_SUPPORTED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-03-GOLD-VS-EQUITIES,CLM-CASE-B04,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-03-GOLD-VS-EQUITIES,CLM-CASE-B05,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-03-GOLD-VS-EQUITIES,CLM-CASE-B06,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-03-GOLD-VS-EQUITIES,CLM-CASE-B07,HISTORICAL_CASE,DESCRIPTIVE_PATH,CASE_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,N/A_REPO_DERIVED
CNT-03-GOLD-VS-EQUITIES,FIGURE::FIG-PHASE-GOLD-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-03-GOLD-VS-EQUITIES,FIGURE::FIG-PHASE-SP500-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-03-GOLD-VS-EQUITIES,FIGURE::FIG-PHASE-NASDAQ-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-03-GOLD-VS-EQUITIES,FIGURE::FIG-CASE-B04,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-03-GOLD-VS-EQUITIES,FIGURE::FIG-CASE-B05,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-03-GOLD-VS-EQUITIES,FIGURE::FIG-CASE-B06,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-03-GOLD-VS-EQUITIES,FIGURE::FIG-CASE-B07,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-04-HINDSIGHT-TRAPS,CLM-CTX-B04_CTX_02,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/research/business-cycle-dating/business-cycle-dating-procedure-frequently-asked-questions
CNT-04-HINDSIGHT-TRAPS,CLM-CTX-B04_CTX_03,HISTORICAL_CONTEXT,POST_ANCHOR_SHOCK,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/september-11
CNT-04-HINDSIGHT-TRAPS,CLM-CTX-B05_CTX_03,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/research/business-cycle-dating/business-cycle-dating-procedure-frequently-asked-questions
CNT-04-HINDSIGHT-TRAPS,CLM-CTX-B06_CTX_02,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/news/business-cycle-dating-committee-announcement-june-8-2020 | https://www.nber.org/news/business-cycle-dating-committee-announcement-july-19-2021
CNT-04-HINDSIGHT-TRAPS,CLM-CTX-B06_CTX_03,HISTORICAL_CONTEXT,POST_ANCHOR_SHOCK,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200315a.htm | https://www.federalreserve.gov/monetarypolicy/fomcminutes20200315.htm
CNT-04-HINDSIGHT-TRAPS,CLM-CTX-B07_CTX_02,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,OFFICIAL_SOURCE_CONTEXT,REVERIFY_BEFORE_CURRENT_USE,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.nber.org/research/business-cycle-dating
CNT-04-HINDSIGHT-TRAPS,FIGURE::FIG-CASE-B04,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-04-HINDSIGHT-TRAPS,FIGURE::FIG-CASE-B05,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-04-HINDSIGHT-TRAPS,FIGURE::FIG-CASE-B06,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-04-HINDSIGHT-TRAPS,FIGURE::FIG-CASE-B07,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_ASSET_PHASE_METRICS.csv,
CNT-05-RECOVERY-CLOCK,CLM-SYNTH-017-FIRSTCUT-RECOVERY,SYNTHESIS,RESEARCH_CONCLUSION,SUPPORTED_DESCRIPTIVE_SYNTHESIS,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_total_risk_clock_v1/SUPPORTED_TOTAL_CLOCK_SUMMARY.csv,N/A_REPO_DERIVED
CNT-05-RECOVERY-CLOCK,CLM-PHASE-DXY-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,SUPPORTED_DESCRIPTIVE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-05-RECOVERY-CLOCK,CLM-PHASE-GOLD-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,PRIMARY_SUPPORTED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-05-RECOVERY-CLOCK,CLM-PHASE-NASDAQ-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,PRIMARY_SUPPORTED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-05-RECOVERY-CLOCK,CLM-PHASE-SP500-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,PRIMARY_SUPPORTED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-05-RECOVERY-CLOCK,CLM-PHASE-WTI-FIRST_CUT,CORE_PHASE_DISTRIBUTION,DESCRIPTIVE_PATH,PRIMARY_SUPPORTED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,N/A_REPO_DERIVED
CNT-05-RECOVERY-CLOCK,FIGURE::FIG-RECOVERY-FIRSTCUT-VS-PAUSE,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_total_risk_clock_v1/SUPPORTED_TOTAL_CLOCK_SUMMARY.csv,
CNT-05-RECOVERY-CLOCK,FIGURE::FIG-PHASE-DXY-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-05-RECOVERY-CLOCK,FIGURE::FIG-PHASE-GOLD-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-05-RECOVERY-CLOCK,FIGURE::FIG-PHASE-NASDAQ-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-05-RECOVERY-CLOCK,FIGURE::FIG-PHASE-SP500-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-05-RECOVERY-CLOCK,FIGURE::FIG-PHASE-WTI-FIRST_CUT,FIGURE_REFERENCE,,RENDERED_P0,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_cross_asset_master_synthesis_v1/MASTER_ASSET_PHASE_MAP.csv,
CNT-06-1987-MULTI-LEG,CLM-CASE-B02,HISTORICAL_CASE,RETROSPECTIVE_CHRONOLOGY,CANONICAL_STRUCTURE,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_EPISODES.csv,N/A_REPO_DERIVED
CNT-06-1987-MULTI-LEG,CLM-CTX-B02_CTX_01,HISTORICAL_CONTEXT,RETROSPECTIVE_EVENT_CONTEXT,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/stock-market-crash-of-1987
CNT-06-1987-MULTI-LEG,CLM-CTX-B02_CTX_02,HISTORICAL_CONTEXT,RETROSPECTIVE_EVENT_CONTEXT,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/stock-market-crash-of-1987
CNT-06-1987-MULTI-LEG,CLM-CTX-B02_CTX_03,HISTORICAL_CONTEXT,RETROSPECTIVE_DATING,OFFICIAL_SOURCE_CONTEXT,STATIC_SOURCE_AUDIT,results/fed_cycle_historical_context_022a_v1/CONTEXT_CLAIMS.csv,https://www.federalreservehistory.org/essays/stock-market-crash-of-1987 | https://www.nber.org/research/business-cycle-dating
CNT-06-1987-MULTI-LEG,FIGURE::FIG-CASE-B02,FIGURE_REFERENCE,,SPEC_ONLY_NOT_RENDERED,STATIC_UNLESS_UPSTREAM_REBUILT,results/fed_cycle_historical_casebook_v1/CASEBOOK_EPISODES.csv,
