time_months,at_risk_weight,event_weight,censor_weight,survival_not_recovered,asset,anchor,recovery_level
4,5.0,1.0,0.0,0.5714285714285715,GOLD,LAST_HIKE,100%
6,4.0,1.0,0.0,0.4285714285714286,GOLD,LAST_HIKE,100%
10,3.0,1.0,0.0,0.28571428571428575,GOLD,LAST_HIKE,100%
17,1.9999999999999998,0.5,0.0,0.2142857142857143,GOLD,LAST_HIKE,100%
26,1.4999999999999998,0.5,0.0,0.14285714285714285,GOLD,LAST_HIKE,100%
60,1.0,0.0,1.0,0.14285714285714285,GOLD,LAST_HIKE,100%
0,7.0,0.0,0.0,1.0,GOLD,PAUSE_START,50%
1,7.0,4.0,0.0,0.4285714285714286,GOLD,PAUSE_START,50%
2,3.0,1.0,0.0,0.28571428571428575,GOLD,PAUSE_START,50%
60,2.0,0.0,2.0,0.28571428571428575,GOLD,PAUSE_START,50%
0,7.0,0.0,0.0,1.0,GOLD,PAUSE_START,100%
1,7.0,2.0,0.0,0.7142857142857143,GOLD,PAUSE_START,100%
4,5.0,1.0,0.0,0.5714285714285715,GOLD,PAUSE_START,100%
5,4.0,1.0,0.0,0.4285714285714286,GOLD,PAUSE_START,100%
17,3.0,1.0,0.0,0.28571428571428575,GOLD,PAUSE_START,100%
60,2.0,0.0,2.0,0.28571428571428575,GOLD,PAUSE_START,100%
0,7.0,0.0,0.0,1.0,NASDAQ,FIRST_CUT,50%
1,7.0,1.0,0.0,0.8571428571428572,NASDAQ,FIRST_CUT,50%
2,6.0,2.833333333333333,0.0,0.4523809523809525,NASDAQ,FIRST_CUT,50%
4,3.1666666666666665,0.3333333333333333,0.0,0.4047619047619049,NASDAQ,FIRST_CUT,50%
6,2.833333333333333,0.3333333333333333,0.0,0.35714285714285726,NASDAQ,FIRST_CUT,50%
7,2.5,0.5,0.0,0.2857142857142858,NASDAQ,FIRST_CUT,50%
26,2.0,1.0,0.0,0.1428571428571429,NASDAQ,FIRST_CUT,50%
39,1.0,1.0,0.0,0.0,NASDAQ,FIRST_CUT,50%
0,7.0,0.0,0.0,1.0,NASDAQ,FIRST_CUT,100%
2,7.0,0.5,0.0,0.9285714285714286,NASDAQ,FIRST_CUT,100%
3,6.5,3.0,0.0,0.5,NASDAQ,FIRST_CUT,100%
6,3.5,0.3333333333333333,0.0,0.4523809523809524,NASDAQ,FIRST_CUT,100%
14,3.1666666666666665,0.3333333333333333,0.0,0.40476190476190477,NASDAQ,FIRST_CUT,100%
17,2.833333333333333,0.5,0.0,0.3333333333333333,NASDAQ,FIRST_CUT,100%
20,2.333333333333333,0.3333333333333333,0.0,0.2857142857142857,NASDAQ,FIRST_CUT,100%
29,2.0,1.0,0.0,0.14285714285714285,NASDAQ,FIRST_CUT,100%
60,1.0,0.0,1.0,0.14285714285714285,NASDAQ,FIRST_CUT,100%
0,7.0,0.0,0.0,1.0,NASDAQ,FIRST_HIKE,50%
1,7.0,0.5,0.0,0.9285714285714286,NASDAQ,FIRST_HIKE,50%
2,6.5,3.333333333333333,0.0,0.45238095238095244,NASDAQ,FIRST_HIKE,50%
6,3.1666666666666665,0.6666666666666666,0.0,0.3571428571428572,NASDAQ,FIRST_HIKE,50%
7,2.5,1.0,0.0,0.21428571428571433,NASDAQ,FIRST_HIKE,50%
11,1.5,0.5,0.0,0.1428571428571429,NASDAQ,FIRST_HIKE,50%
60,1.0,0.0,1.0,0.1428571428571429,NASDAQ,FIRST_HIKE,50%
0,7.0,0.0,0.0,1.0,NASDAQ,FIRST_HIKE,100%
3,7.0,0.3333333333333333,0.0,0.9523809523809523,NASDAQ,FIRST_HIKE,100%
4,6.666666666666666,1.0,0.0,0.8095238095238094,NASDAQ,FIRST_HIKE,100%
6,5.666666666666666,1.5,0.0,0.5952380952380952,NASDAQ,FIRST_HIKE,100%
8,4.166666666666666,1.0,0.0,0.4523809523809524,NASDAQ,FIRST_HIKE,100%
9,3.1666666666666665,1.0,0.0,0.3095238095238095,NASDAQ,FIRST_HIKE,100%
18,2.1666666666666665,0.3333333333333333,0.0,0.26190476190476186,NASDAQ,FIRST_HIKE,100%
20,1.8333333333333333,0.3333333333333333,0.0,0.21428571428571425,NASDAQ,FIRST_HIKE,100%
21,1.5,0.5,0.0,0.14285714285714285,NASDAQ,FIRST_HIKE,100%
60,1.0,0.0,1.0,0.14285714285714285,NASDAQ,FIRST_HIKE,100%
0,7.0,0.0,0.0,1.0,NASDAQ,LAST_HIKE,50%
1,7.0,3.5,0.0,0.5,NASDAQ,LAST_HIKE,50%
2,3.5,1.0,0.0,0.35714285714285715,NASDAQ,LAST_HIKE,50%
4,2.5,0.3333333333333333,0.0,0.30952380952380953,NASDAQ,LAST_HIKE,50%
6,2.1666666666666665,0.6666666666666666,0.0,0.2142857142857143,NASDAQ,LAST_HIKE,50%
7,1.5,0.5,0.0,0.14285714285714288,NASDAQ,LAST_HIKE,50%
60,1.0,0.0,1.0,0.14285714285714288,NASDAQ,LAST_HIKE,50%
0,7.0,0.0,0.0,1.0,NASDAQ,LAST_HIKE,100%
1,7.0,1.5,0.0,0.7857142857142857,NASDAQ,LAST_HIKE,100%
3,5.5,2.0,0.0,0.5,NASDAQ,LAST_HIKE,100%
4,3.5,1.0,0.0,0.35714285714285715,NASDAQ,LAST_HIKE,100%
14,2.5,0.3333333333333333,0.0,0.30952380952380953,NASDAQ,LAST_HIKE,100%
17,2.1666666666666665,0.5,0.0,0.23809523809523808,NASDAQ,LAST_HIKE,100%
20,1.6666666666666665,0.6666666666666666,0.0,0.14285714285714285,NASDAQ,LAST_HIKE,100%
60,1.0,0.0,1.0,0.14285714285714285,NASDAQ,LAST_HIKE,100%
0,7.0,0.0,0.0,1.0,NASDAQ,PAUSE_START,50%
1,7.0,5.0,0.0,0.2857142857142857,NASDAQ,PAUSE_START,50%
2,2.0,1.0,0.0,0.14285714285714285,NASDAQ,PAUSE_START,50%
60,1.0,0.0,1.0,0.14285714285714285,NASDAQ,PAUSE_START,50%
0,7.0,0.0,0.0,1.0,NASDAQ,PAUSE_START,100%
1,7.0,2.0,0.0,0.7142857142857143,NASDAQ,PAUSE_START,100%
2,5.0,1.0,0.0,0.5714285714285715,NASDAQ,PAUSE_START,100%
3,4.0,1.0,0.0,0.4285714285714286,NASDAQ,PAUSE_START,100%
4,3.0,1.0,0.0,0.28571428571428575,NASDAQ,PAUSE_START,100%
6,2.0,1.0,0.0,0.14285714285714288,NASDAQ,PAUSE_START,100%
60,1.0,0.0,1.0,0.14285714285714288,NASDAQ,PAUSE_START,100%
0,7.0,0.0,0.0,1.0,SP500,FIRST_CUT,50%
1,7.0,2.5,0.0,0.6428571428571428,SP500,FIRST_CUT,50%
2,4.5,0.5,0.0,0.5714285714285713,SP500,FIRST_CUT,50%
3,4.0,1.6666666666666665,0.0,0.33333333333333326,SP500,FIRST_CUT,50%
13,2.333333333333333,0.3333333333333333,0.0,0.28571428571428564,SP500,FIRST_CUT,50%
39,2.0,1.0,0.0,0.14285714285714282,SP500,FIRST_CUT,50%
42,1.0,1.0,0.0,0.0,SP500,FIRST_CUT,50%
0,7.0,0.0,0.0,1.0,SP500,FIRST_CUT,100%
2,7.0,1.5,0.0,0.7857142857142857,SP500,FIRST_CUT,100%
3,5.5,1.3333333333333333,0.0,0.5952380952380952,SP500,FIRST_CUT,100%
5,4.166666666666666,1.0,0.0,0.4523809523809524,SP500,FIRST_CUT,100%
6,3.1666666666666665,0.5,0.0,0.38095238095238093,SP500,FIRST_CUT,100%
13,2.6666666666666665,0.3333333333333333,0.0,0.3333333333333333,SP500,FIRST_CUT,100%
19,2.333333333333333,0.3333333333333333,0.0,0.2857142857142857,SP500,FIRST_CUT,100%
54,2.0,1.0,0.0,0.14285714285714285,SP500,FIRST_CUT,100%
60,1.0,0.0,1.0,0.14285714285714285,SP500,FIRST_CUT,100%
0,7.0,0.0,0.0,1.0,SP500,FIRST_HIKE,50%
1,7.0,2.833333333333333,0.0,0.5952380952380953,SP500,FIRST_HIKE,50%
2,4.166666666666666,1.0,0.0,0.45238095238095244,SP500,FIRST_HIKE,50%
4,3.1666666666666665,1.0,0.0,0.30952380952380953,SP500,FIRST_HIKE,50%
6,2.1666666666666665,1.5,0.0,0.09523809523809522,SP500,FIRST_HIKE,50%
13,0.6666666666666666,0.6666666666666666,0.0,0.0,SP500,FIRST_HIKE,50%
0,7.0,0.0,0.0,1.0,SP500,FIRST_HIKE,100%
1,7.0,1.5,0.0,0.7857142857142857,SP500,FIRST_HIKE,100%
2,5.5,1.3333333333333333,0.0,0.5952380952380952,SP500,FIRST_HIKE,100%
4,4.166666666666666,1.0,0.0,0.4523809523809524,SP500,FIRST_HIKE,100%
9,3.1666666666666665,1.0,0.0,0.3095238095238095,SP500,FIRST_HIKE,100%
10,2.1666666666666665,1.0,0.0,0.16666666666666663,SP500,FIRST_HIKE,100%
11,1.1666666666666665,0.5,0.0,0.0952380952380952,SP500,FIRST_HIKE,100%
18,0.6666666666666666,0.3333333333333333,0.0,0.0476190476190476,SP500,FIRST_HIKE,100%
19,0.3333333333333333,0.3333333333333333,0.0,0.0,SP500,FIRST_HIKE,100%
0,7.0,0.0,0.0,1.0,SP500,LAST_HIKE,50%
1,7.0,4.5,0.0,0.3571428571428571,SP500,LAST_HIKE,50%
3,2.5,0.8333333333333333,0.0,0.23809523809523808,SP500,LAST_HIKE,50%
13,1.6666666666666665,0.6666666666666666,0.0,0.14285714285714285,SP500,LAST_HIKE,50%
60,1.0,0.0,1.0,0.14285714285714285,SP500,LAST_HIKE,50%
0,7.0,0.0,0.0,1.0,SP500,LAST_HIKE,100%
1,7.0,4.0,0.0,0.4285714285714286,SP500,LAST_HIKE,100%
3,3.0,0.8333333333333333,0.0,0.3095238095238096,SP500,LAST_HIKE,100%
6,2.1666666666666665,0.5,0.0,0.23809523809523814,SP500,LAST_HIKE,100%
19,1.6666666666666665,0.6666666666666666,0.0,0.14285714285714288,SP500,LAST_HIKE,100%
60,1.0,0.0,1.0,0.14285714285714288,SP500,LAST_HIKE,100%
0,7.0,0.0,0.0,1.0,SP500,PAUSE_START,50%
1,7.0,3.0,0.0,0.5714285714285714,SP500,PAUSE_START,50%
2,4.0,1.0,0.0,0.42857142857142855,SP500,PAUSE_START,50%
3,3.0,2.0,0.0,0.14285714285714288,SP500,PAUSE_START,50%
60,1.0,0.0,1.0,0.14285714285714288,SP500,PAUSE_START,50%
0,7.0,0.0,0.0,1.0,SP500,PAUSE_START,100%
1,7.0,1.0,0.0,0.8571428571428572,SP500,PAUSE_START,100%
2,6.0,2.0,0.0,0.5714285714285715,SP500,PAUSE_START,100%
3,4.0,2.0,0.0,0.28571428571428575,SP500,PAUSE_START,100%
13,2.0,1.0,0.0,0.14285714285714288,SP500,PAUSE_START,100%
60,1.0,0.0,1.0,0.14285714285714288,SP500,PAUSE_START,100%
0,3.0,0.0,0.0,1.0,USD_BROAD,FIRST_CUT,50%
2,3.0,1.0,0.0,0.6666666666666667,USD_BROAD,FIRST_CUT,50%
12,2.0,0.0,1.0,0.6666666666666667,USD_BROAD,FIRST_CUT,50%
24,1.0,1.0,0.0,0.0,USD_BROAD,FIRST_CUT,50%
0,3.0,0.0,0.0,1.0,USD_BROAD,FIRST_CUT,100%
3,3.0,1.0,0.0,0.6666666666666667,USD_BROAD,FIRST_CUT,100%
12,2.0,0.0,1.0,0.6666666666666667,USD_BROAD,FIRST_CUT,100%
26,1.0,1.0,0.0,0.0,USD_BROAD,FIRST_CUT,100%
0,2.0,0.0,0.0,1.0,USD_BROAD,FIRST_HIKE,50%
6,2.0,1.0,0.0,0.5,USD_BROAD,FIRST_HIKE,50%
17,1.0,1.0,0.0,0.0,USD_BROAD,FIRST_HIKE,50%
0,2.0,0.0,0.0,1.0,USD_BROAD,FIRST_HIKE,100%
7,2.0,1.0,0.0,0.5,USD_BROAD,FIRST_HIKE,100%
23,1.0,1.0,0.0,0.0,USD_BROAD,FIRST_HIKE,100%
0,3.0,0.0,0.0,1.0,USD_BROAD,LAST_HIKE,50%
3,3.0,1.0,0.0,0.6666666666666667,USD_BROAD,LAST_HIKE,50%
4,2.0,1.0,0.0,0.33333333333333337,USD_BROAD,LAST_HIKE,50%
16,1.0,1.0,0.0,0.0,USD_BROAD,LAST_HIKE,50%
0,3.0,0.0,0.0,1.0,USD_BROAD,LAST_HIKE,100%
6,3.0,2.0,0.0,0.33333333333333337,USD_BROAD,LAST_HIKE,100%
17,1.0,1.0,0.0,0.0,USD_BROAD,LAST_HIKE,100%
0,3.0,0.0,0.0,1.0,USD_BROAD,PAUSE_START,50%
1,3.0,1.0,0.0,0.6666666666666667,USD_BROAD,PAUSE_START,50%
4,2.0,1.0,0.0,0.33333333333333337,USD_BROAD,PAUSE_START,50%
15,1.0,1.0,0.0,0.0,USD_BROAD,PAUSE_START,50%
0,3.0,0.0,0.0,1.0,USD_BROAD,PAUSE_START,100%
2,3.0,1.0,0.0,0.6666666666666667,USD_BROAD,PAUSE_START,100%
6,2.0,1.0,0.0,0.33333333333333337,USD_BROAD,PAUSE_START,100%
16,1.0,1.0,0.0,0.0,USD_BROAD,PAUSE_START,100%
0,6.0,0.0,0.0,1.0,WTI,FIRST_CUT,50%
2,6.0,1.3333333333333333,0.0,0.7777777777777778,WTI,FIRST_CUT,50%
3,4.666666666666666,2.333333333333333,0.0,0.3888888888888889,WTI,FIRST_CUT,50%
6,2.333333333333333,0.3333333333333333,0.0,0.3333333333333333,WTI,FIRST_CUT,50%
10,2.0,1.0,0.0,0.16666666666666666,WTI,FIRST_CUT,50%
60,1.0,0.0,1.0,0.16666666666666666,WTI,FIRST_CUT,50%
0,6.0,0.0,0.0,1.0,WTI,FIRST_CUT,100%
2,6.0,0.3333333333333333,0.0,0.9444444444444444,WTI,FIRST_CUT,100%
3,5.666666666666666,1.0,0.0,0.7777777777777777,WTI,FIRST_CUT,100%
6,4.666666666666666,0.3333333333333333,0.0,0.7222222222222222,WTI,FIRST_CUT,100%
9,4.333333333333333,1.3333333333333333,0.0,0.5,WTI,FIRST_CUT,100%
10,3.0,1.0,0.0,0.33333333333333337,WTI,FIRST_CUT,100%
11,2.0,1.0,0.0,0.16666666666666669,WTI,FIRST_CUT,100%
60,1.0,0.0,1.0,0.16666666666666669,WTI,FIRST_CUT,100%
0,6.0,0.0,0.0,1.0,WTI,FIRST_HIKE,50%
1,6.0,2.0,0.0,0.6666666666666667,WTI,FIRST_HIKE,50%
2,4.0,1.3333333333333333,0.0,0.44444444444444453,WTI,FIRST_HIKE,50%
3,2.6666666666666665,1.0,0.0,0.27777777777777785,WTI,FIRST_HIKE,50%
8,1.6666666666666665,0.3333333333333333,0.0,0.2222222222222223,WTI,FIRST_HIKE,50%
15,1.3333333333333333,0.3333333333333333,0.0,0.1666666666666667,WTI,FIRST_HIKE,50%
37,1.0,1.0,0.0,0.0,WTI,FIRST_HIKE,50%
0,6.0,0.0,0.0,1.0,WTI,FIRST_HIKE,100%
2,6.0,1.0,0.0,0.8333333333333334,WTI,FIRST_HIKE,100%
3,5.0,2.333333333333333,0.0,0.44444444444444453,WTI,FIRST_HIKE,100%
4,2.6666666666666665,1.0,0.0,0.27777777777777785,WTI,FIRST_HIKE,100%
18,1.6666666666666665,0.3333333333333333,0.0,0.2222222222222223,WTI,FIRST_HIKE,100%
25,1.3333333333333333,0.3333333333333333,0.0,0.1666666666666667,WTI,FIRST_HIKE,100%
42,1.0,0.0,1.0,0.1666666666666667,WTI,FIRST_HIKE,100%
0,6.0,0.0,0.0,1.0,WTI,LAST_HIKE,50%
2,6.0,1.0,0.0,0.8333333333333334,WTI,LAST_HIKE,50%
3,5.0,1.3333333333333333,0.0,0.6111111111111112,WTI,LAST_HIKE,50%
4,3.6666666666666665,0.3333333333333333,0.0,0.5555555555555556,WTI,LAST_HIKE,50%
5,3.333333333333333,2.0,0.0,0.22222222222222218,WTI,LAST_HIKE,50%
12,1.3333333333333333,0.3333333333333333,0.0,0.16666666666666663,WTI,LAST_HIKE,50%
22,1.0,1.0,0.0,0.0,WTI,LAST_HIKE,50%
0,6.0,0.0,0.0,1.0,WTI,LAST_HIKE,100%
3,6.0,0.3333333333333333,0.0,0.9444444444444444,WTI,LAST_HIKE,100%
6,5.666666666666666,1.0,0.0,0.7777777777777777,WTI,LAST_HIKE,100%
7,4.666666666666666,0.3333333333333333,0.0,0.7222222222222222,WTI,LAST_HIKE,100%
8,4.333333333333333,1.0,0.0,0.5555555555555555,WTI,LAST_HIKE,100%
19,3.333333333333333,1.0,0.0,0.3888888888888888,WTI,LAST_HIKE,100%
22,2.333333333333333,0.3333333333333333,0.0,0.3333333333333332,WTI,LAST_HIKE,100%
23,2.0,1.0,0.0,0.1666666666666666,WTI,LAST_HIKE,100%
27,1.0,1.0,0.0,0.0,WTI,LAST_HIKE,100%
0,6.0,0.0,0.0,1.0,WTI,PAUSE_START,50%
2,6.0,1.0,0.0,0.8333333333333334,WTI,PAUSE_START,50%
3,5.0,1.0,0.0,0.6666666666666667,WTI,PAUSE_START,50%
5,4.0,2.0,0.0,0.33333333333333337,WTI,PAUSE_START,50%
18,2.0,1.0,0.0,0.16666666666666669,WTI,PAUSE_START,50%
22,1.0,1.0,0.0,0.0,WTI,PAUSE_START,50%
0,6.0,0.0,0.0,1.0,WTI,PAUSE_START,100%
6,6.0,2.0,0.0,0.6666666666666667,WTI,PAUSE_START,100%
8,4.0,1.0,0.0,0.5,WTI,PAUSE_START,100%
18,3.0,1.0,0.0,0.33333333333333337,WTI,PAUSE_START,100%
19,2.0,1.0,0.0,0.16666666666666669,WTI,PAUSE_START,100%
23,1.0,1.0,0.0,0.0,WTI,PAUSE_START,100%
