cycle_id,broad_episode_id,panel_month,first_hike,GOLD_RET_3M_LAGGED,GOLD_RET_6M_LAGGED,GOLD_VOL_6M_LAGGED,CYCLE_AGE_MONTHS,RT_IPT_YOY,RT_IPT_VINTAGE_PERIOD,INDPRO_YOY,GOLD_FWD_6M_RET,TARGET_END_PERIOD
T06_1994,B03,1994-08,1994-02-04,0.021220159151193574,-0.0051679586563307955,0.012794316973259718,6,0.0579710144927534,1994-07,0.0569289127846714,-0.0155844155844155,1995-01
T06_1994,B03,1994-09,1994-02-04,-0.002624671916010457,-0.005235602094240788,0.012807245051749686,7,0.0568079350766455,1994-08,0.0554886552840634,-0.0078947368421052,1995-02
T06_1994,B03,1994-10,1994-02-04,0.015544041450777257,0.02083333333333326,0.018402266109946663,8,0.0666066606660666,1994-09,0.0638476195162909,-0.0255102040816326,1995-03
T06_1994,B03,1994-11,1994-02-04,0.01298701298701288,0.034482758620689724,0.015875924122867778,9,0.0664869721473495,1994-10,0.0615618073264119,0.0025641025641025,1995-04
T06_1994,B03,1994-12,1994-02-04,0.010526315789473717,0.007874015748031482,0.017722943991236646,10,0.0670241286863271,1994-11,0.0623150177142606,0.0026041666666667,1995-05
T06_1994,B03,1995-01,1994-02-04,-0.03316326530612246,-0.01813471502590669,0.017474159415014547,11,0.0571679859278804,1994-12,0.0647117689919245,0.0237467018469657,1995-06
T06_1994,B03,1995-02,1994-02-04,-0.028205128205128216,-0.01558441558441559,0.017519733651628098,12,0.0584132519616391,1995-01,0.0692583509157904,0.0184696569920843,1995-07
T06_1994,B03,1995-03,1994-02-04,-0.01822916666666663,-0.007894736842105288,0.016866946691202322,13,0.0627724498692241,1995-02,0.068004693182448,0.0185676392572944,1995-08
T06_1994,B03,1995-04,1994-02-04,0.0079155672823219,-0.025510204081632626,0.010282141009533223,14,0.060553633217993,1995-03,0.066178452691167,0.0026178010471205,1995-09
T06_1994,B03,1995-05,1994-02-04,0.0316622691292876,0.002564102564102555,0.015198235901942742,15,0.0454545454545456,1995-04,0.0571653482607714,-0.020460358056266,1995-10
T06_1994,B03,1995-06,1994-02-04,0.021220159151193574,0.0026041666666667407,0.015189864857495834,16,0.0377035132819194,1995-05,0.049136308638682,0.0,1995-11
T07_1999,B04,1999-07,1999-06-30,-0.0874125874125874,-0.10616438356164382,0.020357927251337705,1,0.0166793025018952,1999-06,0.0427940147673862,0.0842911877394636,1999-12
T07_1999,B04,1999-08,1999-06-30,-0.09540636042402828,-0.10801393728222997,0.020346306240442615,2,0.0275650842266461,1999-07,0.0482641868887401,0.109375,2000-01
T07_1999,B04,1999-09,1999-06-30,-0.0688405797101449,-0.1045296167247387,0.021123784948393395,3,0.0352490421455937,1999-08,0.0583997841384356,0.1673151750972763,2000-02
T07_1999,B04,1999-10,1999-06-30,0.015325670498084198,-0.07342657342657344,0.029054469315090054,4,0.0241691842900302,1999-09,0.0410954456914942,0.0792452830188679,2000-03
T07_1999,B04,1999-11,1999-06-30,0.21484375,0.09893992932862195,0.07644029558938117,5,0.0235026535253979,1999-10,0.0374445634155085,-0.0996784565916398,2000-04
T07_1999,B04,1999-12,1999-06-30,0.1400778210116731,0.061594202898550776,0.08127847887743923,6,0.0279456193353473,1999-11,0.0429950432876991,-0.0614334470989761,2000-05
T07_1999,B04,2000-01,1999-06-30,0.06792452830188678,0.08429118773946365,0.07825360369139225,7,0.0426008968609865,1999-12,0.0488460154787051,0.0106007067137809,2000-06
T07_1999,B04,2000-02,1999-06-30,-0.08681672025723475,0.109375,0.07687953101989489,8,0.0500747384155455,2000-01,0.0521691718750896,-0.0070422535211267,2000-07
T07_1999,B04,2000-03,1999-06-30,0.023890784982935065,0.16731517509727634,0.0779072175485016,9,0.0551826994780015,2000-02,0.0462095504995148,-0.0850999999999999,2000-08
T07_1999,B04,2000-04,1999-06-30,0.010600706713780994,0.0792452830188679,0.08332066316924161,10,0.0565055762081783,2000-03,0.0431333568109784,-0.0419580419580419,2000-09
T07_1999,B04,2000-05,1999-06-30,-0.014084507042253502,-0.09967845659163987,0.04164782308930901,11,0.0510732790525536,2000-04,0.0444729316635441,-0.0357142857142857,2000-10
T07_1999,B04,2000-06,1999-06-30,-0.08333333333333337,-0.061433447098976135,0.036360552916716,12,0.0605166051660515,2000-05,0.0482802684624474,-0.0327272727272727,2000-11
T07_1999,B04,2000-07,1999-06-30,0.0,0.010600706713780994,0.03897246316691832,13,0.0587371512481644,2000-06,0.044514690645768,-0.0524475524475523,2000-12
T07_1999,B04,2000-08,1999-06-30,0.0071428571428571175,-0.007042253521126751,0.03947254889949323,14,0.0585651537335285,2000-07,0.0457428575284415,-0.0602836879432624,2001-01
T07_1999,B04,2000-09,1999-06-30,-0.0019272727272726664,-0.08509999999999995,0.029013477943318454,15,0.0574963609898107,2000-08,0.0376984859107289,-0.0454330163588007,2001-02
T07_1999,B04,2000-10,1999-06-30,-0.04195804195804198,-0.04195804195804198,0.02424906368177696,16,0.0580973129992739,2000-09,0.0307342269501649,-0.0401459854014598,2001-03
T07_1999,B04,2000-11,1999-06-30,-0.04255319148936165,-0.0357142857142857,0.023633046967534672,17,0.0572049239681391,2000-10,0.0396880685318892,-0.037037037037037,2001-04
T07_1999,B04,2000-12,1999-06-30,-0.03085947462382055,-0.032727272727272716,0.02335213923058634,18,0.0517613227893603,2000-11,0.0231421848590966,0.0225563909774435,2001-05
T08_2004,B05,2004-07,2004-06-30,-0.03685503685503688,-0.03685503685503688,0.026146255373890176,1,0.0627272727272727,2004-06,0.0338458309862264,0.1275510204081633,2004-12
T08_2004,B05,2004-08,2004-06-30,-0.012406947890818865,-0.03864734299516903,0.025823183358561368,2,0.0563636363636363,2004-07,0.0244703136255179,0.0653266331658291,2005-01
T08_2004,B05,2004-09,2004-06-30,0.04427083333333326,-0.00987654320987652,0.025099774916070426,3,0.0487364620938628,2004-08,0.0268485543550431,0.0548628428927679,2005-02
T08_2004,B05,2004-10,2004-06-30,0.03316326530612246,-0.004914004914004955,0.025442564604855465,4,0.0513976555455364,2004-09,0.0297845241460321,0.0716049382716048,2005-03
T08_2004,B05,2004-11,2004-06-30,0.055276381909547645,0.042183622828784184,0.028917784085845773,5,0.0466367713004485,2004-10,0.0244880384762076,0.0214285714285713,2005-04
T08_2004,B05,2004-12,2004-06-30,0.09476309226932678,0.14322916666666674,0.014864242598584092,6,0.0518783542039356,2004-11,0.0319574846155692,-0.0387243735763097,2005-05
T08_2004,B05,2005-01,2004-06-30,0.09135802469135812,0.12755102040816335,0.016188331994739378,7,0.04162976085031,2004-12,0.0276300539178535,-0.0248868778280543,2005-06
T08_2004,B05,2005-02,2004-06-30,0.00952380952380949,0.0653266331658291,0.03014188789809702,8,0.0434012400354295,2005-01,0.0355115206773886,0.0,2005-07
T08_2004,B05,2005-03,2004-06-30,-0.036446469248291535,0.05486284289276799,0.03060661198968543,9,0.0397526501766785,2005-02,0.0376566818830181,0.0354609929078013,2005-08
T08_2004,B05,2005-04,2004-06-30,-0.018099547511312264,0.07160493827160486,0.03137738199007177,10,0.034965034965035,2005-03,0.0389218786979066,0.0506912442396312,2005-09
T08_2004,B05,2005-05,2004-06-30,0.011792452830188704,0.021428571428571352,0.029854887006618463,11,0.0385626643295355,2005-04,0.0416855229888719,0.0955710955710955,2005-10
T08_2004,B05,2005-06,2004-06-30,-0.0023640661938534313,-0.038724373576309756,0.022735836685567484,12,0.0313862249346119,2005-05,0.0400645647261379,0.1303317535545023,2005-11
T08_2004,B05,2005-07,2004-06-30,-0.00691244239631339,-0.02488687782805432,0.025050528705255055,13,0.0268398268398268,2005-06,0.0335347906492753,0.1832946635730858,2005-12
T08_2004,B05,2005-08,2004-06-30,-0.011655011655011704,0.0,0.018884011189922896,14,0.0399652476107732,2005-07,0.0463470835890644,0.2971698113207548,2006-01
T08_2004,B05,2005-09,2004-06-30,0.03791469194312791,0.03546099290780136,0.02293632976927954,15,0.0301984469370146,2005-08,0.0352984933452609,0.2671232876712328,2006-02
T08_2004,B05,2005-10,2004-06-30,0.058004640371229765,0.05069124423963123,0.026031341537987678,16,0.0318965517241378,2005-09,0.0379759408807436,0.2214912280701755,2006-03
T08_2004,B05,2005-11,2004-06-30,0.10849056603773577,0.09557109557109555,0.025248005829725115,17,0.0198789974070872,2005-10,0.0165744500873097,0.3,2006-04
T08_2004,B05,2005-12,2004-06-30,0.08904109589041087,0.13033175355450233,0.020110995912423456,18,0.0198487712665407,2005-11,0.020209103457029,0.4150943396226414,2006-05
T08_2004,B05,2006-01,2004-06-30,0.11842105263157898,0.18329466357308588,0.027685041069730732,19,0.0283018867924529,2005-12,0.0291207231806274,0.1686274509803922,2006-06
T08_2004,B05,2006-02,2004-06-30,0.17021276595744683,0.2971698113207548,0.0232544267618121,20,0.029053420805998,2006-01,0.0262590737571501,0.1527272727272728,2006-07
T08_2004,B05,2006-03,2004-06-30,0.16352201257861632,0.26712328767123283,0.02709770968363574,21,0.031805425631431,2006-02,0.0241948016324555,0.1405405405405404,2006-08
T08_2004,B05,2006-04,2004-06-30,0.09215686274509793,0.22149122807017552,0.03076551000600413,22,0.0325884543761638,2006-03,0.0172423612053085,0.0736086175942549,2006-09
T08_2004,B05,2006-05,2004-06-30,0.11090909090909085,0.30000000000000004,0.0389339092907313,23,0.0363466915191053,2006-04,0.0209154176032915,-0.0409165302782323,2006-10
T08_2004,B05,2006-06,2004-06-30,0.21621621621621623,0.4150943396226414,0.041630791890157,24,0.0475746268656716,2006-05,0.0218161426626328,-0.0696296296296296,2006-11
T08_2004,B05,2006-07,2004-06-30,0.07001795332136451,0.16862745098039222,0.08453137327017803,25,0.0437616387337056,2006-06,0.0211566649645131,0.0570469798657717,2006-12
T08_2004,B05,2006-08,2004-06-30,0.03764320785597386,0.15272727272727282,0.08309867165420454,26,0.0452446906740535,2006-07,0.0198033862514446,-0.0047318611987381,2007-01
T08_2004,B05,2006-09,2004-06-30,-0.06222222222222218,0.14054054054054044,0.08358498716367543,27,0.0480147737765466,2006-08,0.0225183652738376,0.0505529225908372,2007-02
T08_2004,B05,2006-10,2004-06-30,0.003355704697986628,0.07360861759425497,0.08966156364695113,28,0.0469613259668508,2006-09,0.0236697045685831,0.0953177257525084,2007-03
T08_2004,B05,2006-11,2004-06-30,-0.0757097791798107,-0.04091653027823239,0.0807398970343256,29,0.0550373134328356,2006-10,0.0421592751349677,0.1587030716723549,2007-04
T08_2004,B05,2006-12,2004-06-30,-0.00789889415481837,-0.0696296296296296,0.07332879999511735,30,0.0488929889298892,2006-11,0.028481025781383,0.0621019108280254,2007-05
T08_2004,B05,2007-01,2004-06-30,0.05351170568561869,0.057046979865771785,0.048492362660031006,31,0.0378927911275415,2006-12,0.0166216601361064,0.0412698412698413,2007-06
T08_2004,B05,2007-02,2004-06-30,0.07679180887372006,-0.004731861198738141,0.0411072675578902,32,0.0302474793767186,2007-01,0.0217073349842726,0.0538827258320127,2007-07
T08_2004,B05,2007-03,2004-06-30,0.05891719745222934,0.05055292259083721,0.04647410934925305,33,0.0256645279560037,2007-02,0.0166466564629901,0.0,2007-08
T08_2004,B05,2007-04,2004-06-30,0.039682539682539764,0.09531772575250841,0.03692514936094507,34,0.0338208409506397,2007-03,0.0257936326168322,0.0885496183206107,2007-09
T08_2004,B05,2007-05,2004-06-30,0.0760697305863709,0.15870307167235498,0.033065514593105236,35,0.0227272727272727,2007-04,0.0253080351158001,0.1119293078055965,2007-10
T08_2004,B05,2007-06,2004-06-30,0.003007518796992459,0.06210191082802541,0.028299826401467002,36,0.0189359783588818,2007-05,0.0290760192706087,0.2083958020989504,2007-11
T09_2015,B06,2016-01,2015-12-16,-0.04355555555555557,-0.08967851099830793,0.034750565628523605,1,-0.0120593692022262,2015-12,-0.0403306830606888,0.1858736059479553,2016-06
T09_2015,B06,2016-02,2015-12-16,-0.052631578947368474,-0.02659574468085102,0.033499941642508704,2,-0.0176088971269694,2016-01,-0.0449614481159912,0.2176684881602915,2016-07
T09_2015,B06,2016-03,2015-12-16,0.1049723756906078,0.07334525939177095,0.050416366697269566,3,-0.0074349442379182,2016-02,-0.0323625601974916,0.1166666666666667,2016-08
T09_2015,B06,2016-04,2015-12-16,0.15706319702602234,0.10666666666666669,0.0512801679418722,4,-0.0102420856610802,2016-03,-0.0311932976959607,0.0658634538152611,2016-09
T09_2015,B06,2016-05,2015-12-16,0.13114754098360648,0.0716134598792062,0.051346511902024744,5,-0.0199052132701421,2016-04,-0.0351531140017705,0.0201288244766506,2016-10
T09_2015,B06,2016-06,2015-12-16,0.050833333333333286,0.1611418047882136,0.03537667939517744,6,-0.0113960113960114,2016-05,-0.0265790369613807,-0.0182394924662966,2016-11
T09_2015,B06,2016-07,2015-12-16,0.02489959839357425,0.18587360594795532,0.032212314391840996,7,-0.0133333333333334,2016-06,-0.0244815305639999,-0.0932601880877742,2016-12
T09_2015,B06,2016-08,2015-12-16,0.07648953301127204,0.2176684881602915,0.03267728044263512,8,-0.007626310772164,2016-07,-0.0167811794652533,-0.1084517576664173,2017-01
T09_2015,B06,2016-09,2015-12-16,0.0626486915146709,0.1166666666666667,0.019430421108776706,9,-0.0056872037914691,2016-08,-0.0219673828426006,-0.0791044776119402,2017-02
T09_2015,B06,2016-10,2015-12-16,0.03996865203761746,0.06586345381526115,0.01989389054820045,10,-0.0113636363636362,2016-09,-0.0216426308460193,-0.0723436322532027,2017-03
T09_2015,B06,2016-11,2015-12-16,-0.05235602094240843,0.020128824476650653,0.030743193544889354,11,-0.010446343779677,2016-10,-0.0199395164692068,0.0,2017-04
T09_2015,B06,2016-12,2015-12-16,-0.07611940298507458,-0.018239492466296636,0.03175243102833712,12,-0.008555133079848,2016-11,-0.0150238113047597,0.0064620355411955,2017-05
T09_2015,B06,2017-01,2015-12-16,-0.12810851544837976,-0.09326018808777425,0.039847505554020377,13,-0.0057416267942582,2016-12,-0.0118627787858509,0.0890233362143475,2017-06
T09_2015,B06,2017-02,2015-12-16,-0.059194948697711136,-0.10845175766641735,0.03477821422701186,14,0.0057692307692307,2017-01,-0.000204964171657,0.037751677852349,2017-07
T09_2015,B06,2017-03,2015-12-16,-0.003231017770597755,-0.07910447761194028,0.04075830824021822,15,0.000956937799043,2017-02,-0.0080312814192748,0.0397082658022689,2017-08
T09_2015,B06,2017-04,2015-12-16,0.06395851339671554,-0.07234363225320273,0.041009996574463,16,0.0028735632183907,2017-03,-0.0068645911686161,0.0674248578391552,2017-09
T09_2015,B06,2017-05,2015-12-16,0.06291946308724827,0.0,0.04009744421570144,17,0.0156097560975609,2017-04,0.0071620675905506,0.0102604577742699,2017-10
T09_2015,B06,2017-06,2015-12-16,0.009724473257698651,0.00646203554119551,0.039434272610335774,18,0.0213799805636538,2017-05,0.0139930110976955,0.028892455858748,2017-11
T09_2015,B06,2017-07,2015-12-16,0.023558082859463925,0.08902333621434755,0.0205724661050077,19,0.0214007782101166,2017-06,0.0175007925347292,0.0031746031746031,2017-12
T09_2015,B06,2017-08,2015-12-16,-0.023677979479084454,0.03775167785234901,0.02258602904896987,20,0.020368574199806,2017-07,0.0148033085465391,0.0759902991107517,2018-01
T09_2015,B06,2017-09,2015-12-16,0.029695024077046606,0.03970826580226894,0.023068539957621405,21,0.0222868217054263,2017-08,0.0111879691957106,0.0374123148869836,2018-02
T09_2015,B06,2017-10,2015-12-16,0.04285714285714293,0.0674248578391552,0.02352878983168262,22,0.0155189136760427,2017-09,0.0085230146686898,0.0083713850837139,2018-03
T09_2015,B06,2017-11,2015-12-16,0.0347615198059823,0.010260457774269982,0.025755046731309385,23,0.0155339805825243,2017-10,0.0106303363083151,0.04296875,2018-04
T09_2015,B06,2017-12,2015-12-16,-0.000779423226812126,0.028892455858748,0.02417380467441043,24,0.0281007751937982,2017-11,0.0229199553265404,0.0163806552262091,2018-05
T09_2015,B06,2018-01,2015-12-16,-0.03805175038051756,0.0031746031746031633,0.025021996261674395,25,0.0340136054421769,2017-12,0.0296627015397192,0.014240506329114,2018-06
T09_2015,B06,2018-02,2015-12-16,0.039843749999999956,0.07599029911075172,0.03022044159443954,26,0.035645472061657,2018-01,0.0246714346595786,-0.0698722764838467,2018-07
T09_2015,B06,2018-03,2015-12-16,0.038221528861154486,0.0374123148869836,0.027937284457563723,27,0.0357487922705315,2018-02,0.0273528747654694,-0.0969196093163035,2018-08
T09_2015,B06,2018-04,2015-12-16,0.048259493670886,0.008371385083713934,0.026706268139372352,28,0.0433944069431051,2018-03,0.0339949534690326,-0.0958490566037736,2018-09
T09_2015,B06,2018-05,2015-12-16,0.003005259203606281,0.04296875,0.023030290459447236,29,0.0438169425511196,2018-04,0.0322480626418364,-0.0898876404494382,2018-10
T09_2015,B06,2018-06,2015-12-16,-0.021036814425244188,0.01638065522620913,0.026416573275111963,30,0.0347155255544839,2018-05,0.0330975861407043,-0.0629316960859555,2018-11
T09_2015,B06,2018-07,2015-12-16,-0.03245283018867928,0.014240506329114,0.026697964641539687,31,0.0347155255544839,2018-06,0.0225842014443662,-0.0249609984399376,2018-12
T09_2015,B06,2018-08,2015-12-16,-0.07265917602996252,-0.06987227648384675,0.01596779476960211,32,0.0375722543352601,2018-07,0.0284103875448318,0.0436187399030694,2019-01
T09_2015,B06,2018-09,2015-12-16,-0.07751343054489634,-0.0969196093163035,0.016050283678487157,33,0.0424710424710426,2018-08,0.0325432438156048,0.098169717138103,2019-02
T09_2015,B06,2018-10,2015-12-16,-0.06552262090483618,-0.09584905660377363,0.016240574054508853,34,0.0484496124031008,2018-09,0.0435358728088874,0.0859766277128548,2019-03
T09_2015,B06,2018-11,2015-12-16,-0.018578352180936952,-0.0898876404494382,0.01829926500299569,35,0.0513565891472866,2018-10,0.043138260881764,0.0584362139917695,2019-04
T09_2015,B06,2018-12,2015-12-16,0.01580698835274541,-0.0629316960859555,0.019413032474912367,36,0.041030534351145,2018-11,0.0293086740173442,0.0515970515970516,2019-05
T10_2022,B07,2022-04,2022-03-16,0.08826815642458108,0.09746478873239428,0.02246014642002944,1,0.0746887966804978,2022-03,0.0542959308643318,-0.1370636550308008,2022-09
T10_2022,B07,2022-05,2022-03-16,0.06662995594713661,0.09003939223410251,0.02347710495769561,2,0.0544354838709677,2022-04,0.0305441040152216,-0.1409395973154362,2022-10
T10_2022,B07,2022-06,2022-03-16,-0.0037715517241379004,0.014818880351262331,0.03315124249614973,3,0.064516129032258,2022-05,0.029234354755085,-0.0670632774472688,2022-11
T10_2022,B07,2022-07,2022-03-16,-0.056981519507186884,0.02625698324022352,0.032085997427374204,4,0.058058058058058,2022-06,0.0191102980591009,-0.0212302667392487,2022-12
T10_2022,B07,2022-08,2022-03-16,-0.10531750129065565,-0.04570484581497802,0.04020778668091429,5,0.0419161676646706,2022-07,0.0122175940167557,0.0952106174264282,2023-01
T10_2022,B07,2022-09,2022-03-16,-0.045429962141698255,-0.04903017241379315,0.03971635818943309,6,0.0386521308225964,2022-08,0.0096865994559702,0.0509915014164306,2023-02
T10_2022,B07,2022-10,2022-03-16,-0.08492106695699508,-0.13706365503080087,0.030735893203344716,7,0.0367063492063493,2022-09,0.0105214021472617,0.1380130874479477,2023-03
T10_2022,B07,2022-11,2022-03-16,-0.03981534910559725,-0.14093959731543626,0.030232906750630475,8,0.0541082164328659,2022-10,0.024620187157526,0.2019230769230768,2023-04
T10_2022,B07,2022-12,2022-03-16,-0.022662889518413554,-0.06706327744726881,0.03673632034716993,9,0.0325443786982249,2022-11,0.0106481837300782,0.154782608695652,2023-05
T10_2022,B07,2023-01,2022-03-16,0.06960142772159439,-0.02123026673924877,0.042777826085373866,10,0.0245098039215685,2022-12,0.000890295383749,0.0806451612903225,2023-06
T10_2022,B07,2023-02,2022-03-16,0.140625,0.09521061742642822,0.038421277787669725,11,0.0157170923379175,2023-01,-0.0080160998124736,0.0279241306638566,2023-07
T10_2022,B07,2023-03,2022-03-16,0.07536231884057965,0.05099150141643061,0.04132227613970971,12,0.0088148873653282,2023-02,0.0031880829181039,0.0345013477088949,2023-08
T10_2022,B07,2023-04,2022-03-16,0.06395995550611788,0.1380130874479477,0.030771296116391185,13,-0.0029154518950438,2023-03,-0.0016348168370262,0.0015682174594877,2023-09
T10_2022,B07,2023-05,2022-03-16,0.05374077976817704,0.20192307692307687,0.027410981736481092,14,0.0048780487804878,2023-04,-0.0036512224493961,-0.042,2023-10
T10_2022,B07,2023-06,2022-03-16,0.07385444743935321,0.15478260869565208,0.03053794821865516,15,0.0019455252918287,2023-05,-0.001843454258675,-0.0040160642570281,2023-11
T10_2022,B07,2023-07,2022-03-16,0.015682174594877196,0.08064516129032251,0.0346826998675926,16,0.0019455252918287,2023-06,-0.0039957171123073,0.0427174472465259,2023-12
T10_2022,B07,2023-08,2022-03-16,-0.024499999999999966,0.027924130663856683,0.02820588064546996,17,-0.0048685491723466,2023-07,-0.0088934645310736,0.0425422860071758,2024-01
T10_2022,B07,2023-09,2022-03-16,-0.03664658634538154,0.0345013477088949,0.0270587546729948,18,-0.0019398642095052,2023-08,-0.0031247838929887,0.0541948931735278,2024-02
T10_2022,B07,2023-10,2022-03-16,-0.013896037056098764,0.001568217459487764,0.02411130277960294,19,0.002906976744186,2023-09,-0.0025421306219911,0.1263048016701462,2024-03
