anchor,cycle_id,broad_episode_id,anchor_date,episode_weight,ret_6m,ret_12m,ret_24m,decline_24m,trough_month_24m,recovery50_months,recovery100_months,recovery50_observed,recovery100_observed,recovery_censor_months,mortgage_baseline_level,mortgage_change_3m_pp,mortgage_change_6m_pp,mortgage_change_12m_pp,mortgage_change_24m_pp,mortgage_max_increase_24m_pp,mortgage_max_pressure_month_24m,mortgage_min_change_24m_pp,mortgage_min_rate_month_24m,mortgage_absolute_peak_level_m12_p24,mortgage_absolute_peak_month_m12_p24,dgs10_baseline_level,dgs10_change_3m_pp,dgs10_change_6m_pp,dgs10_change_12m_pp,dgs10_change_24m_pp,spread_baseline_level,spread_change_3m_pp,spread_change_6m_pp,spread_change_12m_pp,spread_change_24m_pp,spread_max_increase_24m_pp,spread_max_pressure_month_24m,houst_change_3m,houst_change_6m,houst_change_12m,houst_change_24m,houst_min_change_24m,houst_trough_month_24m,houst_max_change_24m,permit_change_3m,permit_change_6m,permit_change_12m,permit_change_24m,permit_min_change_24m,permit_trough_month_24m,permit_max_change_24m,sales_change_3m,sales_change_6m,sales_change_12m,sales_change_24m,sales_min_change_24m,sales_trough_month_24m,sales_max_change_24m,activity_median_trough_month_24m,activity_after_mortgage_months,price_after_activity_months,price_after_mortgage_months,activity_after_cycle_mortgage_peak_months,price_after_cycle_mortgage_peak_months,forward_mortgage_before_or_same_activity,cycle_mortgage_peak_before_or_same_activity,activity_before_or_same_price_positive_decline,cycle_mortgage_peak_before_or_same_price_positive_decline,ordering_diagnostic_status,causal_status,interpretation_guardrail
LAST_HIKE,T06_1994,B03,1995-02-01,1.0,0.0203433883987704,0.0171569239997002,0.0445980056481642,0.0041352141624967,12.0,1.0,2.0,True,True,60.0,9.1475,-1.1925000000000008,-1.2875000000000005,-2.0725000000000007,-1.4975000000000005,-0.3200000000000003,0,-2.1175000000000015,11,9.198,-2,7.7795000000000005,-1.1467727272727268,-1.2912391304347839,-1.9740000000000002,-1.360026315789474,1.3680000000000003,-0.04572727272727395,0.0037391304347833554,-0.09850000000000048,-0.13747368421052641,0.12049999999999983,10,-0.12417104962268466,-0.04916533272353085,0.0036588154584953347,-0.037045506517265014,-0.12417104962268466,3,0.02995655156643018,-0.06520657043305123,0.006719761075161701,0.057491289198606355,0.054753608760577555,-0.06943753111000495,2,0.08437033349925338,0.005260389268805898,0.15255128879537105,0.15307732772225147,0.28143082588111534,-0.05523408732246182,2,0.28143082588111534,2.0,2.0,10.0,12.0,4.0,14.0,1.0,1.0,1.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
LAST_HIKE,T07_1999,B04,2000-05-16,1.0,0.0560951823678563,0.0942266432611662,0.177959820557831,0.0,,,,False,False,,8.1525,-0.125,-0.40749999999999975,-1.0075000000000003,-1.3464999999999998,0.3625000000000007,0,-1.5350000000000001,17,8.515,0,5.990526315789474,-0.16443935926773445,-0.2733834586466166,-0.5991626794258371,-0.8259808612440187,2.161973684210526,0.03943935926773445,-0.13411654135338313,-0.40833732057416317,-0.5205191387559811,0.03943935926773445,3,-0.08133682303201129,-0.07247835715723772,-0.02476343869538955,0.0062411918663176635,-0.09180591906583446,4,0.04066841151600564,-0.055465587044534526,-0.03623481781376525,0.010121457489878471,0.027530364372469585,-0.057287449392712686,2,0.041902834008097134,-0.026569118213323084,0.049287639584135734,0.05236811705814404,0.0924143242202542,-0.04081632653061218,1,0.10974201001155182,2.0,2.0,,,2.0,,1.0,1.0,,,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
LAST_HIKE,T08_2004,B05,2006-06-29,1.0,-0.0062479661568498,-0.0154138192862565,-0.096805510359041,0.0979161136901634,24.0,,,False,False,60.0,6.5975,-0.19500000000000028,-0.46250000000000036,0.0600000000000005,-0.27749999999999986,0.16500000000000004,1,-0.8395000000000001,19,6.7625,1,5.11,-0.3910000000000009,-0.5455000000000005,-0.007142857142858006,-1.010476190476191,1.4874999999999998,0.19600000000000062,0.08300000000000018,0.0671428571428585,0.7329761904761911,0.9724999999999997,21,-0.10903698534542927,-0.17829727843684584,-0.240579204466155,-0.47103977669225405,-0.47819260293091415,23,-0.029134682484298735,-0.14632120910147817,-0.21225710014947685,-0.2742069423683773,-0.47135027404085705,-0.5067264573991032,23,-0.04168742733765163,-0.09293233082706753,-0.11518796992481195,-0.24150375939849622,-0.5407518796992481,-0.5407518796992481,24,-0.012631578947368438,23.0,22.0,1.0,23.0,22.0,23.0,1.0,1.0,1.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
LAST_HIKE,T09_2015,B06,2018-12-19,1.0,0.0266827907702511,0.0347334646667578,0.1425520294915057,0.0044325030720318,1.0,2.0,2.0,True,True,60.0,4.866,-0.601,-1.0635,-1.1459999999999995,-2.1819999999999995,-0.22849999999999948,0,-2.1819999999999995,24,4.866,-1,3.117,-0.5460476190476191,-1.0430000000000001,-1.2541428571428572,-2.1833636363636364,1.7489999999999997,-0.054952380952380864,-0.02049999999999974,0.10814285714285776,0.0013636363636368998,0.8993809523809526,16,-0.031215772179627566,0.042716319824753546,0.15717415115005484,0.2869660460021908,-0.11254107338444685,17,0.2869660460021908,-0.023178807947019986,0.01069791136016307,0.1464595007641365,0.28858889454915926,-0.06698930208863985,18,0.28858889454915926,0.10541149943630201,0.15501691093573844,0.20349492671927827,0.5682074408117248,-0.027621195039458923,0,0.7057497181510708,17.0,17.0,-16.0,1.0,18.0,2.0,1.0,1.0,0.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
LAST_HIKE,T10_2022,B07,2023-07-26,1.0,0.0078196454402159,0.0559861964284555,0.0733768803149912,0.0070119291865794,17.0,2.0,3.0,True,True,18.0,6.714,0.9059999999999997,-0.07150000000000034,0.13349999999999973,0.006000000000000227,0.9059999999999997,3,-0.5340000000000007,14,7.62,3,3.7480952380952384,1.0500000000000003,0.31000000000000005,0.5005411255411256,0.6437229437229433,2.965904761904762,-0.14400000000000057,-0.3815000000000004,-0.3670411255411259,-0.637722943722943,-0.02540476190476193,0,-0.06907593778591026,0.007319304666056681,-0.10430009149130837,-0.06221408966148201,-0.10430009149130837,12,0.02767612076852699,0.03149955634427681,0.011978704525288375,-0.0434782608695653,-0.06499556344276847,-0.06499556344276847,24,0.032830523513753374,-0.030303030303030276,-0.07455507455507449,0.0028860028860029363,-0.06926406926406925,-0.07455507455507449,6,0.03415103415103404,12.0,9.0,5.0,14.0,9.0,14.0,1.0,1.0,1.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
PAUSE_START,T04_1987,B02,1987-11-03,1.0,0.0369061294218138,0.0760065977438073,0.1268887514358929,0.0,,,,False,False,,11.26,-1.3674999999999997,-0.8049999999999997,-0.9949999999999992,-1.4924999999999997,-0.20999999999999908,17,-1.4924999999999997,24,11.26,-1,9.520000000000001,-1.3080000000000016,-0.4309523809523821,-0.557500000000001,-1.6457142857142868,1.7399999999999984,-0.05949999999999811,-0.37404761904761763,-0.4374999999999982,0.15321428571428708,0.19988095238095305,23,-0.13935617860851512,-0.06002076843198334,-0.04818276220145379,-0.16095534787123567,-0.16490134994807892,23,0.010591900311526459,-0.09950805008944552,-0.016547406082289884,-0.0026833631484793896,-0.10040250447227195,-0.12097495527728097,22,0.011851520572450758,-0.06588950836289897,0.040040547389761816,0.03852002027369483,-0.0025342118601114905,-0.08920425747592498,17,0.06893056259503294,22.0,5.0,,,23.0,,1.0,1.0,,,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
PAUSE_START,T06_1994,B03,1995-03-28,1.0,0.0218274555887536,0.0209273543273618,0.0489805103074096,0.0041352141624967,11.0,1.0,2.0,True,True,60.0,8.8275,-1.2615000000000007,-1.1915000000000004,-1.203500000000001,-0.9300000000000006,-0.3655000000000008,0,-1.7975000000000012,10,9.198,-3,7.469473684210525,-1.3012918660287074,-1.2719736842105256,-1.2009022556390976,-0.7749736842105257,1.3580263157894752,0.03979186602870666,0.08047368421052514,-0.00259774436090332,-0.1550263157894749,0.13047368421052497,9,-0.07563427477261864,0.01627573001436078,0.04882719004308278,0.028721876495931165,-0.08329344183820009,2,0.07802776448061266,-0.02466937945066139,0.05824008138351977,0.0793489318413021,0.08418107833163768,-0.04908443540183127,1,0.10808748728382489,0.11356119073869908,0.18191841234840123,0.21499448732083803,0.3572216097023153,-0.009922822491730932,1,0.3572216097023153,1.0,1.0,10.0,11.0,4.0,14.0,1.0,1.0,1.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
PAUSE_START,T07_1999,B04,2000-06-28,1.0,0.04909306564064,0.0922941919557189,0.1796800416582291,0.0,,,,False,False,,8.515,-0.6029999999999998,-1.133000000000001,-1.3550000000000013,-1.8650000000000002,-0.2270000000000003,0,-1.8975000000000009,16,8.515,-1,6.440454545454545,-0.641454545454545,-1.1999545454545455,-1.1561688311688316,-1.5139545454545456,2.074545454545455,0.0384545454545453,0.0669545454545446,-0.1988311688311697,-0.35104545454545466,0.12686758893280548,2,-0.06118626430801244,-0.03600416233090531,0.01768990634755463,0.055775234131113294,-0.06118626430801244,3,0.07575442247658692,-0.026508035900646987,-0.01189730745147155,0.03464829889375909,0.07347109163013976,-0.027969108745564686,1,0.07430599039866426,0.01886066204772896,0.07621247113163965,0.03002309468822162,0.10508083140877589,-0.04118552732871439,0,0.10931485758275583,1.0,1.0,,,2.0,,1.0,1.0,,,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
PAUSE_START,T08_2004,B05,2006-08-08,1.0,-0.0115867762327539,-0.0236881591705623,-0.110136668707037,0.110136668707037,24.0,,,False,False,60.0,6.7625,-0.5225,-0.47750000000000004,-0.1905000000000001,-0.28500000000000014,-0.0674999999999999,11,-1.0045000000000002,17,6.7625,-1,5.0875,-0.49226190476190546,-0.3648684210526314,-0.4127173913043487,-1.2017857142857151,1.6749999999999998,-0.03023809523809451,-0.11263157894736864,0.2222173913043486,0.916785714285715,0.916785714285715,24,-0.1277139208173691,-0.17204889618682717,-0.24612297026090135,-0.48677248677248675,-0.48677248677248675,24,-0.05327494982667391,-0.1400180668473351,-0.1215898825654923,-0.2612466124661247,-0.4654019873532068,-0.4654019873532068,24,-0.03306233062330621,-0.05280000000000007,-0.13056000000000012,-0.27360000000000007,-0.55232,-0.55232,24,-0.01632,24.0,13.0,0.0,13.0,25.0,25.0,1.0,1.0,1.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
PAUSE_START,T09_2015,B06,2019-01-30,1.0,0.0324040143453236,0.0375929563288479,0.154979332180235,0.0013436525851876,1.0,1.0,1.0,True,True,60.0,4.6375,-0.4950000000000001,-0.8725,-1.0135,-1.9025000000000003,-0.17349999999999977,0,-1.9535,23,4.866,-2,2.8326315789473684,-0.3002506265664162,-0.7735406698564593,-1.0750125313283205,-1.7515789473684211,1.8048684210526318,-0.1947493734335839,-0.09895933014354075,0.06151253132832046,-0.15092105263157918,0.8435125313283205,15,0.024878467257649417,0.07978267086073787,0.28167000285959376,0.3671718615956534,-0.07320560480411797,16,0.3671718615956534,-0.006617459913464074,0.024433698142020788,0.13718503435988794,0.34970730465767375,-0.06770170526851627,17,0.34970730465767375,0.1988405797101449,0.15652173913043477,0.218550724637681,0.5362318840579712,0.023768115942028878,0,0.7542028985507245,16.0,16.0,-15.0,1.0,18.0,3.0,1.0,1.0,0.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
PAUSE_START,T10_2022,B07,2023-09-20,1.0,0.0168066417845782,0.0418577484812405,0.055474433814822,0.0081904675743731,24.0,6.0,7.0,True,True,9.0,7.072,-0.2569999999999997,-0.2519999999999998,-0.8920000000000003,-0.7195,0.548,1,-0.8920000000000003,12,7.62,1,4.167826086956522,-0.14782608695652133,0.040673913043478116,-0.44432608695652176,-0.04734989648033139,2.9041739130434783,-0.10917391304347834,-0.2926739130434779,-0.4476739130434786,-0.6721501035196686,0.03496894409937923,2,0.0478002378121285,0.005945303210463715,-0.04399524375743169,-0.03876337693222365,-0.06872770511296089,10,0.055172413793103336,-0.007653619068445083,0.004810846271594338,-0.0463590640717253,-0.08353378526131638,-0.09337415263503168,23,0.018150010933741578,-0.06265177270519673,-0.02039825157843611,0.036425449247207364,0.00048567265662935455,-0.0655658086449733,4,0.036425449247207364,10.0,9.0,14.0,23.0,9.0,23.0,1.0,1.0,1.0,1.0,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
FIRST_CUT,T03_1987,B02,1987-07-02,0.3333333333333333,0.0357310056329944,0.0825618798797891,0.1483304891493122,0.0,,,,False,False,,10.5375,0.7225000000000001,-0.15499999999999936,-0.10549999999999926,-0.6549999999999994,0.7225000000000001,3,-0.6549999999999994,24,11.26,3,8.402272727272727,1.117727272727274,0.2635167464114829,0.6537272727272736,-0.3837727272727278,2.1352272727272723,-0.39522727272727387,-0.4185167464114823,-0.7592272727272729,-0.27122727272727154,-0.21649999999999991,23,-0.004342431761786614,-0.1052522746071134,-0.09718775847808114,-0.140818858560794,-0.1590157154673283,23,0.008064516129032251,-0.032662773091066355,-0.12481072896387624,-0.055158987670343884,-0.13778931429807484,-0.14103396063162443,22,-0.01600692191217834,-0.02471576866040548,-0.10776075135936736,0.02817597627286217,0.002965892239248591,-0.11171527434503215,21,0.042511122095897136,22.0,19.0,,,19.0,,1.0,1.0,,,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
FIRST_CUT,T04_1987,B02,1987-11-04,0.3333333333333333,0.0369061294218138,0.0760065977438073,0.1268887514358929,0.0,,,,False,False,,11.26,-1.3674999999999997,-0.8049999999999997,-0.9949999999999992,-1.4924999999999997,-0.20999999999999908,17,-1.4924999999999997,24,11.26,-1,9.520000000000001,-1.3080000000000016,-0.4309523809523821,-0.557500000000001,-1.6457142857142868,1.7399999999999984,-0.05949999999999811,-0.37404761904761763,-0.4374999999999982,0.15321428571428708,0.19988095238095305,23,-0.13935617860851512,-0.06002076843198334,-0.04818276220145379,-0.16095534787123567,-0.16490134994807892,23,0.010591900311526459,-0.09950805008944552,-0.016547406082289884,-0.0026833631484793896,-0.10040250447227195,-0.12097495527728097,22,0.011851520572450758,-0.06588950836289897,0.040040547389761816,0.03852002027369483,-0.0025342118601114905,-0.08920425747592498,17,0.06893056259503294,22.0,5.0,,,23.0,,1.0,1.0,,,POST_RUN_DIAGNOSTIC__ANCHOR_RESET_AUDIT,NONE,"timing differences are descriptive sequencing, not causal transmission lags"
